#,Game,Release date,Price,Userscore (Metascore),Owners,Playtime (Median)
426,Wizardry 6: Bane of the Cosmic Forge,9/10/2013,$1.24,N/A (N/A),"72,131 ±7,972",02:35 (00:12)
429,Realms of Arkania 1 - Blade of Destiny Classic,1/10/2014,$1.99,N/A (N/A),"28,345 ±4,998",01:28 (00:58)
430,Grave Prosperity: Redux- part 1,4/17/2015,$1.99,N/A (N/A),"3,226 ±1,686",00:00 (00:00)
431,Vulture for NetHack,2/2/2015,$2,N/A (N/A),"6,913 ±2,468",03:54 (01:14)
432,Underrail,9/23/2013,$9.99,N/A (N/A),"22,123 ±4,415",16:48 (03:15)
433,Hardland,10/23/2014,$7.49,N/A (N/A),"7,605 ±2,589",00:47 (00:27)
435,UFO Online,10/10/2014,Free,N/A (N/A),"1,131 ±1,566",00:10 (00:13)
436,Heroes of Loot,5/25/2015,$5.99,N/A (N/A),"1,336 ±1,307",00:47 (01:06)
437,Victor Vran,2/20/2015,$14.99,N/A (N/A),"7,374 ±2,549",03:56 (01:57)
438,Halfway,7/22/2014,$6.49,N/A (N/A),"19,127 ±4,105",03:42 (01:43)
439,Smugglers 5: Invasion,10/16/2014,$4.99,N/A (N/A),"1,613 ±1,192",03:41 (01:48)
441,Fortune Summoners: Secret of the Elemental Stone,1/30/2012,$9.99,N/A (N/A),"108,542 ±9,779",05:56 (01:01)
442,Millennium - A New Hope,4/25/2014,$1.79,N/A (N/A),"27,654 ±4,936",02:24 (01:08)
443,Waste Walkers,6/1/2015,$4.99,N/A (N/A),"3,918 ±1,858",01:31 (01:58)
444,Steam Bandits: Outpost,1/14/2014,$19.49,N/A (N/A),"13,136 ±3,402",02:57 (06:53)
445,Song of the Myrne: What Lies Beneath,1/13/2015,$3.99,N/A (N/A),"10,831 ±3,089",01:06 (01:02)
446,BloodRealm: Battlegrounds,2/12/2015,Free,N/A (N/A),"129,973 ±10,700",02:08 (00:15)
447,Konung 2,4/23/2014,$0.99,N/A (N/A),"19,358 ±4,130",04:16 (03:13)
448,QuestEvent,3/24/2015,$3.74,N/A (N/A),"3,457 ±1,745",02:13 (00:44)
449,Artizens,3/5/2015,$9.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
451,Hero Generations,4/10/2015,$11.99,N/A (N/A),"8,988 ±2,814",02:08 (01:30)
453,Quest of Dungeons,3/25/2014,$2.74,N/A (N/A),"70,287 ±7,869",04:49 (01:58)
454,500 Years Act 1,4/15/2015,$3.19,N/A (N/A),"2,074 ±1,352",01:31 (01:55)
456,Millennium 3 - Cry Wolf,8/29/2014,$2.39,N/A (N/A),"6,222 ±2,341",02:32 (03:20)
457,The Incredible Adventures of Van Helsing III,5/22/2015,$12.74,N/A (N/A),"22,584 ±4,461",07:49 (04:30)
458,Cubicle Quest,2/25/2015,$2.49,N/A (N/A),"6,913 ±2,468",00:03 (00:02)
459,Loren The Amazon Princess,1/15/2014,$9.99,N/A (N/A),"48,625 ±6,546",07:40 (04:08)
461,Deadly Sin 2,5/12/2014,$2.49,N/A (N/A),"119,834 ±10,274",02:36 (00:18)
462,Card Dungeon,6/2/2015,$9.99,N/A (N/A),"1,844 ±1,274",01:42 (02:19)
463,Ostrich Island,1/8/2015,$2.79,N/A (N/A),"10,140 ±2,989",01:28 (01:14)
464,Lantern Forge,7/18/2014,$9.99,N/A (N/A),"12,675 ±3,342",10:19 (04:12)
465,Age of Conan: Unchained - US version,2/22/2013,Free,N/A (N/A),"101,628 ±9,462",18:01 (02:37)
466,Gothic 3 Forsaken Gods Enhanced Edition,3/22/2011,$4.99,N/A (N/A),"124,673 ±10,480",05:03 (00:33)
468,Deepworld,4/22/2015,Free,N/A (N/A),"107,389 ±9,727",01:18 (00:26)
469,Red Stone Online,4/1/2015,Free,N/A (N/A),"48,855 ±6,561",01:02 (00:14)
470,Loot Hunter,1/23/2015,$3.99,N/A (N/A),"3,918 ±1,858",04:05 (02:11)
473,Remnants Of Isolation,5/1/2015,$4.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
474,Barter Empire,2/6/2015,$9.99,N/A (N/A),"6,453 ±2,384",03:41 (04:47)
475,Ravensword: Shadowlands,12/6/2013,$6.99,N/A (N/A),"143,800 ±11,255",01:19 (00:14)
476,The Legend of Candlewind,2/12/2015,$6.69,N/A (N/A),"4,007 ±2,263",00:23 (00:22)
477,Battle Mages,5/30/2014,$0.99,N/A (N/A),"4,148 ±1,912",02:48 (03:20)
478,Crea,6/3/2014,$14.99,N/A (N/A),"9,909 ±2,955",09:13 (05:58)
479,Mystik Belle,5/22/2015,$12.99,N/A (N/A),"566 ±1,107",00:07 (00:07)
480,Holy Avatar vs. Maidens of the Dead,2/20/2014,$3.49,N/A (N/A),"59,917 ±7,266",01:18 (00:12)
481,Tales of Aravorn: Seasons Of The Wolf,1/15/2015,$18.74,N/A (N/A),"1,152 ±1,007",23:20 (21:50)
483,Black Ice,7/9/2014,$8.49,N/A (N/A),"5,761 ±2,253",04:50 (04:25)
484,Planet Alcatraz,4/16/2014,$0.99,N/A (N/A),"17,284 ±3,903",06:16 (02:28)
485,1931: Scheherazade at the Library of Pergamum,3/26/2015,$6.24,N/A (N/A),"1,613 ±1,192",00:29 (00:27)
486,Worlds of Magic,3/19/2015,$23.99,N/A (N/A),"11,983 ±3,249",09:49 (03:17)
490,Vlad the Impaler,7/16/2014,$1.99,N/A (N/A),"15,440 ±3,689",01:54 (01:52)
491,Dragon Fantasy Book I,4/9/2015,$4.99,N/A (N/A),691 ±780,07:01 (04:40)
492,Cahors Sunset,1/13/2015,$1.49,N/A (N/A),"7,144 ±2,509",00:30 (00:41)
493,Call of Cthulhu: The Wasted Land,3/6/2014,$2.49,N/A (N/A),"17,975 ±3,980",03:50 (01:24)
494,The World II (Hunting BOSS),11/7/2014,$1.99,N/A (N/A),"4,609 ±2,015",01:09 (00:35)
495,Millennium 5 - The Battle of the Millennium,11/7/2014,$4.99,N/A (N/A),"10,601 ±3,056",02:19 (01:47)
497,Cold Contract,2/24/2015,$4.99,N/A (N/A),"5,992 ±2,298",18:08 (06:02)
498,99 Spirits,11/12/2013,$3.39,N/A (N/A),"52,773 ±6,819",03:08 (02:45)
499,KeeperRL,3/31/2015,$11.24,N/A (N/A),"5,761 ±2,253",05:23 (01:22)
501,Heroes & Legends: Conquerors of Kolhar,8/21/2014,$5.99,N/A (N/A),"5,761 ±2,253",02:25 (01:53)
502,QuestRun,4/18/2014,$2.24,N/A (N/A),"80,427 ±8,418",03:02 (02:15)
503,Avenging Angel,6/1/2015,$10.04,N/A (N/A),668 ±924,01:32 (00:46)
505,Flashback,10/1/2013,$5.99,N/A (N/A),"16,823 ±3,850",07:12 (03:03)
506,Heroes of a Broken Land,8/7/2014,$7.49,N/A (N/A),"5,531 ±2,207",05:13 (02:47)
507,Elliot Quest,11/10/2014,$9.99,N/A (N/A),"2,765 ±1,561",01:28 (00:28)
509,"On the Rain-Slick Precipice of Darkness, Episode One",5/21/2008,$7.99,N/A (N/A),"256,490 ±15,028",03:28 (01:39)
510,After All,4/20/2015,$0.99,N/A (N/A),"1,002 ±1,131",00:00 (00:00)
511,Ancients of Fasaria: Celestias Angelica MMORPG,2/27/2015,$12.49,N/A (N/A),"566 ±1,107",00:00 (00:00)
512,Mecha Ace,12/5/2014,$2.39,N/A (N/A),"5,300 ±2,161",09:01 (10:16)
513,Cypress Inheritance: The Beginning,3/10/2014,$4.99,N/A (N/A),"1,336 ±1,307",00:00 (00:00)
514,Lilly and Sasha: Curse of the Immortals,4/28/2015,$3.05,N/A (N/A),"9,679 ±2,920",01:16 (00:58)
515,Hero of the Kingdom II,2/20/2015,$5.59,N/A (N/A),"4,839 ±2,065",05:33 (04:58)
516,Gorky 17,9/27/2013,$4.99,N/A (N/A),"97,019 ±9,245",01:23 (00:12)
517,Whisper of a Rose,11/14/2014,$2.49,N/A (N/A),"13,827 ±3,491",01:56 (01:46)
518,Dysan the Shapeshifter,6/6/2014,$0.99,N/A (N/A),"21,662 ±4,369",02:12 (01:22)
519,Dark Shadows - Army of Evil,3/11/2014,$1.99,N/A (N/A),"20,740 ±4,275",00:32 (00:24)
520,Aztaka,11/5/2009,$9.99,N/A (N/A),"34,337 ±5,501",04:03 (02:47)
521,The Enchanted Cave 2,6/3/2015,$3.99,N/A (N/A),"2,765 ±1,561",07:59 (11:32)
523,Braveland Wizard,12/4/2014,$2.79,N/A (N/A),"5,070 ±2,113",03:01 (01:54)
524,Super Trench Attack!,7/24/2014,$4.99,N/A (N/A),"23,045 ±4,506",02:14 (01:16)
525,Requiem,3/4/2015,Free,N/A (N/A),"141,957 ±11,182",01:30 (00:23)
526,Disciples III: Reincarnation,2/14/2014,$9.99,N/A (N/A),"75,818 ±8,173",41:13 (15:16)
527,Flamberge,3/1/2015,$9.99,N/A (N/A),"566 ±1,107",00:04 (00:04)
528,Starlite: Astronaut Rescue,1/27/2014,$2.99,N/A (N/A),"7,835 ±2,627",00:27 (00:17)
529,FRONTIERS,12/15/2014,$14.99,N/A (N/A),"5,761 ±2,253",02:55 (01:24)
531,Asguaard,4/10/2015,$7.49,N/A (N/A),"1,002 ±1,131",00:00 (00:00)
532,Bret Airborne,1/29/2015,$4.99,N/A (N/A),"11,983 ±3,249",01:35 (00:58)
533,Chainsaw Warrior,10/7/2013,$2.49,N/A (N/A),"18,436 ±4,031",02:44 (01:27)
534,Alphadia Genesis,1/12/2015,$3.99,N/A (N/A),"2,074 ±1,352",05:04 (06:38)
535,DieselStormers,7/17/2014,$15.19,N/A (N/A),"10,370 ±3,023",01:29 (00:53)
536,The Book of Legends,3/14/2014,$2.24,N/A (N/A),"44,246 ±6,244",05:23 (01:24)
537,Pregnancy,3/2/2015,$1.49,N/A (N/A),"4,379 ±1,964",00:18 (00:20)
538,Talisman: Prologue,10/14/2013,$1.39,N/A (N/A),"127,669 ±10,605",02:03 (01:25)
539,Warlocks vs Shadows,3/17/2015,$9.79,N/A (N/A),"6,453 ±2,384",01:48 (01:03)
541,War of the Immortals,8/30/2012,Free,N/A (N/A),"245,889 ±14,714",44:57 (01:03)
542,ReignMaker,4/16/2014,$7.49,N/A (N/A),"56,921 ±7,082",03:23 (01:28)
543,Doom & Destiny Advanced,6/3/2015,$9.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
544,FootLOL: Epic Fail League,4/16/2014,$2.49,N/A (N/A),"29,728 ±5,118",02:00 (01:31)
545,Mission Control: NanoMech,12/17/2014,$8.99,N/A (N/A),"14,057 ±3,519",00:00 (00:00)
546,Legends of Eisenwald,10/9/2013,$19.99,N/A (N/A),"33,646 ±5,445",09:06 (03:55)
547,Ironcast,3/26/2015,$9.74,N/A (N/A),"17,284 ±3,903",09:53 (07:11)
548,Survivalist,1/30/2015,$2.99,N/A (N/A),"52,312 ±6,789",09:53 (02:10)
549,Chaos Reborn,12/9/2014,$19.99,N/A (N/A),"11,292 ±3,154",09:31 (00:51)
550,Coldfire Keep,5/9/2014,$1.49,N/A (N/A),"33,646 ±5,445",01:29 (01:59)
551,Realms of Arkania 2 - Star Trail Classic,1/10/2014,$1.99,N/A (N/A),"28,345 ±4,998",02:15 (01:04)
553,Terra Incognita ~ Chapter One: The Descendant,2/3/2015,$1.99,N/A (N/A),"14,518 ±3,577",01:14 (00:58)
554,FATE: The Cursed King,11/19/2014,$7.99,N/A (N/A),"35,259 ±5,574",02:39 (01:05)
555,Clans,3/13/2014,$0.44,N/A (N/A),"22,354 ±4,438",00:42 (00:27)
556,Serpent in the Staglands,5/28/2015,$15.99,N/A (N/A),922 ±901,03:33 (03:32)
557,Siege of Inaolia,11/14/2014,$4.99,N/A (N/A),"7,605 ±2,589",00:35 (00:28)
562,Science Girls,3/20/2014,$2.49,N/A (N/A),"15,440 ±3,689",02:24 (01:24)
563,Shantae and the Pirate's Curse,4/23/2015,$14.99,N/A (N/A),"2,765 ±1,561",09:32 (15:25)
564,Relativity Wars - A Science Space RTS,4/10/2015,$10.99,N/A (N/A),668 ±924,00:06 (00:03)
565,Dark Quest,1/21/2015,$3.49,N/A (N/A),"2,304 ±1,425",05:00 (05:30)
566,Steel Storm: A.M.M.O.,9/25/2013,$9.99,N/A (N/A),"2,829 ±2,477",00:01 (00:01)
568,Geneforge 1,12/1/2001,$5.99,N/A (N/A),"75,357 ±8,148",03:48 (00:37)
569,Mars Colony: Challenger,3/4/2014,$9.99,N/A (N/A),"4,379 ±1,964",05:14 (06:00)
571,Spellbind,3/17/2015,$1.99,N/A (N/A),668 ±924,00:00 (00:00)
574,Alien Shooter 2 Conscription,5/18/2012,$9.99,N/A (N/A),"31,341 ±5,255",02:27 (01:31)
575,Dog Sled Saga,12/8/2014,$7.99,N/A (N/A),"2,765 ±1,561",27:57 (42:51)
577,Rime Berta,12/16/2014,$14.99,N/A (N/A),"25,349 ±4,726",03:56 (02:24)
578,Falling Skies: The Game,9/30/2014,$9.99,N/A (N/A),"1,844 ±1,274",14:36 (31:00)
579,Highlands,4/21/2015,$9.89,N/A (N/A),"2,996 ±1,625",01:51 (02:12)
580,NEStalgia,4/15/2014,$4.49,N/A (N/A),"23,045 ±4,506",25:38 (04:13)
581,Magicmaker,9/22/2014,$4.99,N/A (N/A),"13,827 ±3,491",05:56 (03:45)
582,Ascendant,5/13/2014,$4.99,N/A (N/A),"35,259 ±5,574",04:27 (02:28)
583,King Arthur - The Role-playing Wargame,11/24/2009,$2.49,N/A (N/A),"257,873 ±15,068",14:48 (02:29)
584,Hollywood Visionary,5/1/2015,$2.99,N/A (N/A),"1,844 ±1,274",08:38 (13:24)
585,Karate Master 2 Knock Down Blow,3/20/2015,$4.99,N/A (N/A),"9,448 ±2,885",03:51 (04:26)
587,Salt,10/15/2014,$7.49,N/A (N/A),"26,963 ±4,874",06:50 (02:11)
588,Avernum 5,5/11/2012,$1.49,N/A (N/A),"62,221 ±7,404",07:23 (02:32)
589,Masterspace,4/16/2014,$6.99,N/A (N/A),"4,379 ±1,964",06:11 (09:32)
590,Floors of Discomfort,5/26/2015,$2.99,N/A (N/A),"2,304 ±1,425",00:02 (00:00)
592,Tom vs. The Armies of Hell,2/9/2015,$9.99,N/A (N/A),"566 ±1,107",00:52 (00:52)
593,Dungeonmans,12/9/2014,$10.04,N/A (N/A),"11,062 ±3,122",15:55 (09:23)
594,16bit Trader,6/4/2015,$1.49,N/A (N/A),668 ±924,01:24 (01:24)
595,Loki,10/5/2007,$3.39,N/A (N/A),"19,588 ±4,155",06:17 (01:36)
596,Frayed Knights: The Skull of S'makh-Daon,7/24/2014,$11.99,N/A (N/A),"10,831 ±3,089",05:12 (06:11)
597,CONSORTIUM,1/8/2014,$9.74,N/A (N/A),"46,320 ±6,389",04:30 (02:12)
598,Nightbanes,3/30/2015,Free,N/A (N/A),"75,126 ±8,136",06:31 (00:28)
599,Magicka: Wizards of the Square Tablet,10/31/2013,$2.49,N/A (N/A),"20,510 ±4,251",01:25 (00:55)
600,Catacomb Kids,2/20/2015,$15.99,N/A (N/A),"8,757 ±2,778",09:40 (03:09)
603,Super Motherload,4/4/2014,$14.99,N/A (N/A),"47,473 ±6,468",03:28 (01:59)
604,Puzzle Chronicles,4/21/2010,$2.49,N/A (N/A),"9,909 ±2,955",10:01 (00:49)
605,Death Pirate,6/8/2015,$1.99,N/A (N/A),"1,383 ±1,103",03:18 (01:06)
607,LEGO Minifigures Online,10/29/2014,$24.99,N/A (N/A),668 ±924,01:25 (01:25)
610,Geneforge 3,4/1/2005,$5.99,N/A (N/A),"75,357 ±8,148",08:52 (01:54)
612,Alien Shooter,5/27/2009,$14.99,N/A (N/A),"57,151 ±7,096",01:57 (00:35)
613,AKIBA'S TRIP: Undead & Undressed,5/26/2015,$26.99,N/A (N/A),"12,905 ±3,372",06:02 (02:34)
614,//SNOWFLAKE TATTOO//,3/27/2015,$2.49,N/A (N/A),"566 ±1,107",00:13 (00:13)
615,Wasteland 1 - The Original Classic,11/13/2013,$5.99,N/A (N/A),"387,846 ±18,474",01:52 (00:05)
616,bit Dungeon II,12/15/2014,$3.74,N/A (N/A),"60,839 ±7,322",04:17 (01:01)
617,Stick RPG 2,6/16/2014,$19.99,N/A (N/A),"23,045 ±4,506",04:56 (03:26)
618,Penny Arcade's On the Rain-Slick Precipice of Darkness 4,6/7/2013,$0.39,N/A (N/A),"149,331 ±11,469",04:42 (01:58)
619,After Reset RPG,3/9/2015,$49.99,N/A (N/A),"2,074 ±1,352",00:24 (00:37)
620,Omikron - The Nomad Soul,9/26/2013,$2.49,N/A (N/A),"12,675 ±3,342",01:43 (01:18)
621,Agarest: Generations of War 2,2/19/2015,$11.99,N/A (N/A),"22,123 ±4,415",15:09 (02:59)
622,Demonicon,10/24/2013,$39.99,N/A (N/A),"63,834 ±7,500",12:06 (03:59)
623,Planet Stronghold,5/5/2014,$9.49,N/A (N/A),"31,572 ±5,274",04:55 (02:31)
624,Age of Wonders,10/1/2010,$2.99,N/A (N/A),"85,266 ±8,667",18:56 (01:09)
625,Last Dream,3/13/2014,$3.99,N/A (N/A),"34,567 ±5,519",13:18 (03:14)
626,The Clans - Saga of the Twins,4/21/2015,$4.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
628,The Depths of Tolagal,1/5/2015,$3.99,N/A (N/A),"3,687 ±1,802",00:23 (00:30)
629,Warside,5/5/2015,Free,N/A (N/A),"85,958 ±8,702",02:01 (00:31)
630,Famaze,5/5/2014,Free,N/A (N/A),"94,945 ±9,146",00:24 (00:09)
632,Aveyond: Lord of Twilight,2/7/2014,$4.99,N/A (N/A),"24,428 ±4,640",02:38 (01:27)
633,King Arthur: Collection,5/24/2011,Free,N/A (N/A),"104,854 ±9,611",10:56 (01:44)
634,Dungeon Crawlers HD,6/1/2015,$4.99,N/A (N/A),"1,002 ±1,131",00:42 (00:41)
635,Starship Traveller,3/11/2015,$6.69,N/A (N/A),"2,074 ±1,352",01:14 (01:18)
636,Echo Prime,1/28/2014,$2.49,N/A (N/A),"8,757 ±2,778",02:07 (01:56)
637,Journey of the King,12/15/2014,$5.99,N/A (N/A),"3,226 ±1,686",00:15 (00:05)
638,Young Justice: Legacy,11/19/2013,$9.99,N/A (N/A),"3,226 ±1,686",01:52 (01:52)
639,Heroes Rise: The Hero Project,6/17/2014,$1.79,N/A (N/A),"15,901 ±3,743",05:17 (04:42)
640,ClaDun x2,8/14/2012,$19.99,N/A (N/A),"10,831 ±3,089",14:03 (09:46)
641,Paper Dungeons,4/20/2015,$4.99,N/A (N/A),"11,062 ±3,122",10:27 (03:19)
643,Artifact Adventure,6/1/2015,$6.29,N/A (N/A),"1,131 ±1,566",01:36 (03:04)
644,Zigfrak,12/13/2013,$1.99,N/A (N/A),"29,037 ±5,058",02:13 (00:53)
646,NS2: Combat,10/31/2014,$7.49,N/A (N/A),"21,432 ±4,346",06:55 (01:57)
649,Star Wolves,3/2/2010,$0.99,N/A (N/A),"59,917 ±7,266",05:04 (00:48)
650,You Must Build A Boat,6/4/2015,$3.34,N/A (N/A),"17,975 ±3,980",05:40 (03:12)
651,It's A Wipe!,12/11/2014,$3.99,N/A (N/A),"6,453 ±2,384",04:47 (03:20)
652,Star Nomad,12/29/2014,$0.99,N/A (N/A),"6,453 ±2,384",00:31 (00:30)
655,Spirited Heart Deluxe,5/29/2014,$9.99,N/A (N/A),"10,370 ±3,023",03:45 (02:39)
656,Infectonator : Survivors,4/14/2014,$8.99,N/A (N/A),"10,831 ±3,089",04:30 (02:06)
657,Shrooms,5/8/2015,$8.99,N/A (N/A),691 ±780,00:27 (00:17)
659,Firefly Online Cortex,1/29/2015,Free,N/A (N/A),"64,065 ±7,513",02:02 (00:17)
660,Dungeon Dashers,10/25/2013,$9.99,N/A (N/A),"9,679 ±2,920",02:20 (01:17)
661,Mythos: The Beginning,10/27/2014,$1.49,N/A (N/A),"17,745 ±3,954",02:46 (01:56)
663,Geneforge 5,11/1/2008,$5.99,N/A (N/A),"75,357 ±8,148",08:58 (00:58)
664,Aveyond: Gates of Night,4/18/2014,$4.99,N/A (N/A),"12,905 ±3,372",02:56 (00:28)
665,Alien Shooter 2: Reloaded,5/27/2009,$14.99,N/A (N/A),"69,365 ±7,818",07:46 (02:38)
666,CrossCode,5/15/2015,$13.99,N/A (N/A),"2,535 ±1,494",02:11 (02:27)
667,ENIGMA : An Illusion Named Family,3/19/2015,$4.99,N/A (N/A),922 ±901,05:52 (05:51)
668,FranknJohn,3/4/2015,$7.49,N/A (N/A),668 ±924,06:34 (03:17)
670,Colonies Online,5/1/2014,$8.99,N/A (N/A),"9,909 ±2,955",06:47 (02:29)
671,Spaceforce Rogue Universe HD,5/26/2015,$3.89,N/A (N/A),"1,131 ±1,566",05:07 (05:07)
672,Pixel Boy and the Ever Expanding Dungeon,5/30/2014,$3.39,N/A (N/A),"21,432 ±4,346",02:13 (00:39)
673,Combat Monsters,1/20/2015,Free,N/A (N/A),"64,295 ±7,527",04:27 (00:41)
675,Soul Gambler,7/10/2014,$0.39,N/A (N/A),"60,378 ±7,294",01:32 (00:49)
677,Smugglers 5,4/11/2014,$4.99,N/A (N/A),"21,662 ±4,369",09:56 (04:18)
679,Wild Season,4/17/2015,$26.99,N/A (N/A),"1,336 ±1,307",02:00 (02:03)
681,Finding Teddy 2,4/2/2015,$11.24,N/A (N/A),"2,535 ±1,494",08:27 (11:30)
682,Aveyond: The Lost Orb,1/16/2015,$9.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
684,Immune,3/25/2015,$11.89,N/A (N/A),"1,152 ±1,007",02:36 (03:24)
686,Tiny Trek,1/20/2015,$2.49,N/A (N/A),"5,009 ±2,531",00:02 (00:01)
688,3079 -- Block Action RPG,11/14/2013,$3.49,N/A (N/A),"34,567 ±5,519",02:31 (01:12)
689,We Slay Monsters,11/17/2014,$2.49,N/A (N/A),"1,844 ±1,274",06:45 (10:52)
690,Atlantica,6/29/2012,Free,N/A (N/A),"128,591 ±10,643",36:09 (04:53)
691,A.I.M.2 Clan Wars,5/22/2014,$0.99,N/A (N/A),"17,975 ±3,980",02:21 (02:21)
692,Titanis,6/8/2015,$4.99,N/A (N/A),"2,304 ±1,425",01:03 (00:21)
695,The Sacred Tears TRUE,9/25/2014,$4.99,N/A (N/A),"8,066 ±2,666",07:08 (02:35)
696,Perpetuum,10/17/2014,$14.49,N/A (N/A),"13,366 ±3,432",27:13 (05:23)
697,Winter Voices,10/29/2010,$1.24,N/A (N/A),"28,576 ±5,018",03:58 (01:16)
699,FINAL FANTASY IV: THE AFTER YEARS,5/11/2015,$11.19,N/A (N/A),"11,983 ±3,249",18:08 (10:23)
700,Moonchild,5/13/2015,$3.99,N/A (N/A),"1,336 ±1,307",00:52 (00:52)
702,Fallen: A2P Protocol,4/6/2015,$10.04,N/A (N/A),"4,379 ±1,964",00:43 (00:53)
703,Fiesta Online NA,5/20/2014,Free,N/A (N/A),"194,730 ±13,096",06:26 (01:04)
704,TinyKeep,9/29/2014,$3.39,N/A (N/A),"23,275 ±4,529",01:02 (00:50)
705,Zombie Shooter 2,11/18/2009,$9.99,N/A (N/A),"101,859 ±9,473",04:38 (01:29)
706,Barren Roads,6/1/2015,$11.99,N/A (N/A),922 ±901,00:12 (00:07)
707,Edolie,2/27/2015,$2.49,N/A (N/A),668 ±924,00:00 (00:00)
708,Data Hacker: Corruption,10/22/2014,$2.49,N/A (N/A),"10,831 ±3,089",00:57 (00:32)
710,Shattered Planet,7/3/2014,$3.74,N/A (N/A),"52,312 ±6,789",03:11 (01:49)
711,Stargazer,5/28/2015,$14.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
713,Signs of Life,1/27/2014,$7.49,N/A (N/A),"38,485 ±5,823",08:47 (02:43)
714,Outcast 1.1,12/18/2014,$4.49,N/A (N/A),"14,288 ±3,548",06:50 (00:57)
715,SpellForce 2 - Demons of the Past,1/16/2014,$9.99,N/A (N/A),"58,534 ±7,182",11:11 (02:12)
716,Boot Hill Heroes,10/10/2014,$4.49,N/A (N/A),"8,527 ±2,741",02:56 (01:19)
718,Delve Deeper,9/24/2010,$4.99,N/A (N/A),"85,036 ±8,656",05:12 (02:22)
719,Judge Dredd: Countdown Sector 106,4/21/2015,$6.69,N/A (N/A),"1,131 ±1,566",00:29 (00:54)
721,Moorhuhn - Tiger and Chicken,9/24/2014,$4.99,N/A (N/A),"1,670 ±1,461",03:28 (02:51)
722,Hegemony Rome: The Rise of Caesar,5/15/2014,$7.49,N/A (N/A),"46,090 ±6,373",15:13 (02:34)
723,The Desolate Hope,5/5/2014,Free,N/A (N/A),"76,970 ±8,235",01:08 (00:15)
725,Eschalon: Book 2,7/12/2010,$4.99,N/A (N/A),"44,016 ±6,228",11:33 (02:52)
726,Gran Vitreous,5/20/2015,$3.34,N/A (N/A),"2,304 ±1,425",05:06 (08:41)
727,Shroud of the Avatar: Forsaken Virtues,11/24/2014,$33.74,N/A (N/A),"20,510 ±4,251",10:37 (01:52)
728,Sudeki,2/24/2014,$2.99,N/A (N/A),"15,440 ±3,689",04:28 (02:20)
730,Bridge Constructor Playground,7/2/2014,$3.49,N/A (N/A),"57,843 ±7,139",01:43 (00:36)
731,8-Bit Adventures: The Forgotten Journey Remastered Edition,5/22/2015,$9.99,N/A (N/A),"2,996 ±1,625",05:45 (07:34)
732,Agarest Zero,4/17/2014,$4.99,N/A (N/A),"48,164 ±6,515",15:24 (04:04)
733,Forward to the Sky,1/29/2015,$5.99,N/A (N/A),"7,374 ±2,549",01:46 (01:05)
734,Battle Mages: Sign of Darkness,7/24/2014,$1.24,N/A (N/A),"3,687 ±1,802",01:33 (02:00)
735,BorderZone,4/23/2014,$0.99,N/A (N/A),"6,913 ±2,468",01:44 (02:16)
736,Grotesque Tactics 2 - Dungeons and Donuts,11/21/2011,$3.49,N/A (N/A),"87,571 ±8,784",05:11 (00:49)
737,Freedom Force vs. the 3rd Reich,5/29/2009,$3.74,N/A (N/A),"140,113 ±11,109",03:40 (00:38)
738,Fortune's Tavern - The Fantasy Tavern Simulator!,3/5/2015,$4.99,N/A (N/A),"13,827 ±3,491",03:09 (01:09)
740,Psy High,12/22/2014,$1.79,N/A (N/A),"6,913 ±2,468",03:51 (03:36)
741,Salvation Prophecy,10/7/2013,$3.99,N/A (N/A),"27,654 ±4,936",03:49 (01:07)
742,Uncharted Waters Online: Gran Atlas,10/3/2014,Free,N/A (N/A),"162,236 ±11,954",09:19 (00:27)
743,Blockscape,7/3/2014,$19.99,N/A (N/A),"20,280 ±4,227",07:08 (01:44)
745,The Indie Mixtape,4/23/2015,$6.69,N/A (N/A),"1,131 ±1,566",00:00 (00:00)
746,Escape Machines,4/14/2015,$0.14,N/A (N/A),"22,354 ±4,438",00:47 (00:32)
747,In Exilium,3/13/2015,$4.99,N/A (N/A),"2,765 ±1,561",06:46 (09:30)
748,Vox,11/12/2013,$9.99,N/A (N/A),"19,588 ±4,155",01:12 (01:21)
749,Skara - The Blade Remains,10/27/2014,$4.99,N/A (N/A),"64,756 ±7,554",00:48 (00:36)
752,Frozen Hearth,12/19/2013,$8.99,N/A (N/A),"230,219 ±14,238",01:50 (01:15)
755,Dragon The Game,11/7/2014,$17.99,N/A (N/A),"9,448 ±2,885",00:35 (00:33)
757,Purgatory: War of the Damned,2/11/2015,$11.24,N/A (N/A),"1,152 ±1,007",00:00 (00:00)
758,Tap Heroes,6/5/2015,$2.99,N/A (N/A),"4,148 ±1,912",33:27 (41:54)
760,Rogue's Tale,3/28/2014,$2.49,N/A (N/A),"20,280 ±4,227",09:11 (02:50)
761,3089 -- Futuristic Action RPG,1/10/2014,$4.99,N/A (N/A),"50,468 ±6,669",02:42 (01:15)
762,Deadnaut,12/8/2014,$6.69,N/A (N/A),"2,996 ±1,625",02:42 (00:18)
