#,Game,Release date,Price,Userscore (Metascore),Owners,Playtime (Median)
212,Lichdom: Battlemage,8/26/2014,$7.99,67% (69%),"119,373 ±10,255",05:25 (02:08)
244,Two Worlds: Epic Edition,4/30/2009,$2.49,67% (65%),"586,263 ±22,704",05:06 (02:03)
344,Bound By Flame,5/8/2014,$7.49,67% (N/A),"77,661 ±8,272",10:06 (05:37)
561,Guns and Robots,8/4/2014,Free,67% (N/A),"748,730 ±25,649",02:25 (00:22)
751,Modular Combat,3/20/2015,Free,67% (N/A),"406,743 ±18,918",02:11 (00:27)
259,Jagged Alliance - Back in Action,2/8/2012,$7.49,66% (62%),"240,359 ±14,548",45:55 (10:40)
467,DARK BLOOD ONLINE,7/22/2014,Free,66% (N/A),"341,756 ±17,343",08:54 (00:36)
744,Royal Quest,8/6/2014,Free,66% (N/A),"498,001 ±20,929",10:41 (00:51)
450,Kingdoms Rise,11/18/2013,$14.99,65% (N/A),"54,847 ±6,952",02:38 (00:43)
573,Velvet Sundown,7/22/2014,Free,65% (N/A),"399,138 ±18,741",01:13 (00:20)
586,FortressCraft Evolved,12/10/2013,$2.24,65% (N/A),"53,695 ±6,878",04:46 (00:50)
811,Folk Tale,5/30/2013,$16.74,65% (N/A),"80,196 ±8,406",04:53 (02:02)
913,Sins of a Dark Age,5/8/2015,Free,65% (N/A),"256,029 ±15,014",03:11 (00:41)
219,Blackguards,1/22/2014,$3.99,64% (68%),"331,617 ±17,085",13:48 (02:57)
608,Ragnarok Online 2,5/1/2013,Free,64% (N/A),"736,286 ±25,436",28:06 (01:34)
179,Dungeon Siege III,6/20/2011,$3.74,63% (72%),"676,369 ±24,382",11:56 (02:48)
243,Prime World,3/31/2014,Free,63% (65%),"355,814 ±17,696",36:44 (01:37)
572,Running Shadow,2/20/2015,Free,63% (N/A),"263,865 ±15,242",01:22 (00:17)
611,Deadbreed�,7/1/2014,Free,63% (N/A),"309,494 ±16,506",02:29 (01:58)
138,Two Worlds II,2/3/2011,$4.99,62% (76%),"506,528 ±21,107",13:45 (02:36)
325,La Tale,6/17/2014,Free,62% (N/A),"485,787 ±20,672",04:02 (00:33)
654,Champions of Regnum,2/27/2013,Free,62% (N/A),"237,363 ±14,457",15:25 (00:48)
720,8BitMMO,1/26/2015,Free,62% (N/A),"617,835 ±23,306",01:29 (00:15)
753,Gems of War,11/20/2014,Free,62% (N/A),"119,373 ±10,255",25:35 (02:42)
826,City of Steam: Arkadia,3/6/2014,Free,62% (N/A),"229,297 ±14,209",10:45 (00:42)
83,ArcheAge,3/26/2015,Free,61% (80%),"475,878 ±20,460",38:03 (02:37)
648,Ampu-Tea,5/30/2014,$0.74,61% (N/A),"51,160 ±6,714",01:22 (00:55)
683,Landmark,5/13/2014,Free,61% (N/A),"98,171 ±9,300",16:47 (04:46)
926,Krater,6/12/2012,$7.49,61% (N/A),"200,030 ±13,272",04:01 (02:02)
173,Lords Of The Fallen,10/28/2014,$24.99,60% (73%),"221,001 ±13,950",10:52 (05:17)
806,Caribbean!,2/20/2015,$11.99,60% (N/A),"50,699 ±6,684",12:24 (03:02)
194,Fallen Earth,2/22/2012,Free,59% (71%),"1,191,654 ±32,329",10:56 (00:53)
285,X-Blades,4/30/2009,$9.99,59% (54%),"120,295 ±10,294",02:06 (01:03)
658,State of Decay: Year-One,4/27/2015,$8.99,58% (N/A),"23,506 ±4,551",26:59 (05:20)
922,Edge of Space,6/28/2013,$7.14,58% (N/A),"160,623 ±11,894",04:41 (01:27)
472,Depression Quest,8/11/2014,Free,57% (N/A),"176,524 ±12,469",00:48 (00:17)
224,CrimeCraft GangWars,8/22/2011,Free,56% (68%),"408,356 ±18,956",09:47 (00:21)
247,RaiderZ,1/14/2014,Free,56% (64%),"401,212 ±18,789",05:41 (00:56)
504,Villagers and Heroes,4/17/2014,Free,56% (N/A),"376,785 ±18,209",04:20 (00:26)
237,Heroes of Might & Magic III - HD Edition,1/28/2015,$8.99,55% (65%),"188,508 ±12,885",18:40 (05:05)
685,Jagged Alliance Flashback,10/21/2014,$9.99,55% (N/A),"23,506 ±4,551",09:43 (03:04)
440,Dungeon Defenders Eternity,7/22/2014,$19.99,54% (N/A),"124,904 ±10,489",21:44 (06:33)
627,Survarium,4/2/2015,Free,53% (N/A),"1,393,066 ±34,940",02:24 (00:25)
315,King��s Bounty: Legions,12/10/2013,Free,52% (N/A),"147,257 ±11,389",34:48 (01:05)
609,Divine Souls,8/15/2014,Free,51% (N/A),"365,032 ±17,924",00:55 (00:13)
122,Might & Magic: Heroes VI,10/13/2011,$11.99,50% (77%),"581,654 ±22,615",48:55 (15:22)
276,Nether,6/5/2014,$3.99,49% (57%),"628,666 ±23,509",10:06 (02:59)
255,ArcaniA,10/15/2010,$9.99,48% (63%),"332,308 ±17,102",07:58 (01:38)
300,Infestation: Survivor Stories,12/17/2012,$1.94,48% (20%),"993,928 ±29,537",49:08 (06:40)
326,Navy Field 2 : Conqueror of the Ocean,3/5/2015,Free,48% (N/A),"378,167 ±18,243",03:45 (00:19)
645,School of Dragons: How to Train Your Dragon,12/4/2014,Free,48% (N/A),"698,031 ±24,768",02:53 (00:41)
653,sZone-Online,12/29/2014,Free,48% (N/A),"708,171 ±24,947",01:57 (00:23)
756,"Hack, Slash, Loot",4/5/2012,$5.24,48% (N/A),"158,319 ±11,809",03:24 (01:08)
296,DARK,7/3/2013,$39.99,43% (41%),"58,304 ±7,167",03:27 (01:35)
567,Face of Mankind,7/17/2014,$7.49,39% (N/A),"328,160 ±16,995",02:18 (00:27)
601,Towns,11/7/2012,$4.94,31% (N/A),"190,812 ±12,963",22:10 (03:04)
293,Deus Ex: The Fall,3/17/2014,$4.99,29% (45%),"319,633 ±16,774",03:26 (01:15)
794,StarForge,9/22/2014,$4.99,25% (N/A),"309,263 ±16,500",03:57 (01:17)
278,Sacred 3,8/5/2014,$9.99,18% (57%),"64,065 ±7,513",05:59 (02:53)
13,The Longest Journey,5/1/2007,$4.99,N/A (91%),"176,755 ±12,477",06:52 (01:59)
15,Freedom Force,5/29/2009,$3.74,N/A (90%),"162,928 ±11,979",03:08 (00:42)
28,Age of Wonders 2,10/1/2010,$4.99,N/A (86%),"61,069 ±7,335",19:24 (00:46)
35,Wizardry 8,9/10/2013,$2.49,N/A (85%),"74,435 ±8,098",11:49 (01:11)
44,Silent Storm,10/2/2013,$4.99,N/A (83%),"48,394 ±6,530",08:07 (01:49)
46,Puzzle Quest 2,8/12/2010,$9.99,N/A (83%),"62,682 ±7,432",27:44 (14:48)
56,Avadon 2: The Corruption,10/30/2013,$2.99,N/A (82%),"51,390 ±6,729",14:27 (02:21)
60,Age of Wonders: Shadow Magic,10/1/2010,$4.99,N/A (82%),"96,558 ±9,223",19:42 (05:44)
62,King's Bounty: Armored Princess,11/19/2009,$1.99,N/A (82%),"304,424 ±16,370",19:31 (02:44)
63,Dragon Age: Origins - Awakening,3/16/2010,$9.99,N/A (82%),"134,582 ±10,888",00:29 (00:01)
73,Dangerous High School Girls in Trouble!,2/23/2009,$6.59,N/A (81%),"40,559 ±5,978",04:04 (02:27)
78,Icewind Dale: Enhanced Edition,10/30/2014,$9.99,N/A (80%),"47,703 ±6,483",22:45 (13:29)
79,Dungeon Siege 2,8/16/2005,$1.74,N/A (80%),"324,012 ±16,888",06:18 (00:29)
86,SpellForce 2: Gold Edition,10/29/2009,$7.49,N/A (80%),"114,994 ±10,065",10:16 (02:18)
90,Half Minute Hero: The Second Coming,4/4/2014,$2.49,N/A (79%),"49,086 ±6,577",04:59 (01:53)
91,Depths of Peril,11/23/2010,$3.99,N/A (79%),"38,715 ±5,841",04:12 (00:58)
103,King's Bounty: Crossworlds,9/17/2010,$2.99,N/A (78%),"244,968 ±14,686",21:11 (03:17)
104,Joe Dever's Lone Wolf HD Remastered,11/27/2014,$7.49,N/A (78%),"11,983 ±3,249",05:39 (03:04)
105,Avernum 2: Crystal Souls,1/14/2015,$13.49,N/A (78%),"4,379 ±1,964",22:30 (20:43)
107,DeathSpank: Thongs Of Virtue,11/30/2010,$14.99,N/A (78%),"96,558 ±9,223",08:31 (04:19)
108,Etherlords II,2/13/2014,$1.49,N/A (78%),"51,851 ±6,759",07:56 (01:19)
111,Fallen Enchantress,10/23/2012,$4.99,N/A (78%),"97,250 ±9,256",33:32 (11:23)
112,Dex,5/7/2015,$16.99,N/A (78%),"10,370 ±3,023",01:49 (00:58)
113,Summoner,3/12/2014,$2.49,N/A (78%),"97,480 ±9,267",05:07 (00:30)
114,Apotheon,2/3/2015,$3.74,N/A (78%),"38,946 ±5,858",03:41 (01:49)
115,Anachronox,10/17/2013,$1.74,N/A (77%),"231,371 ±14,273",04:22 (00:19)
116,Arx Fatalis,4/3/2007,$2.49,N/A (77%),"91,488 ±8,978",03:11 (00:27)
119,DeathSpank,10/25/2010,$7.49,N/A (77%),"128,360 ±10,634",05:10 (02:33)
128,Castle In The Darkness,2/5/2015,$4.97,N/A (76%),"19,588 ±4,155",05:16 (02:50)
133,Avernum: Escape From the Pit,4/11/2012,$2.99,N/A (76%),"75,587 ±8,161",17:09 (03:22)
136,Din's Curse,8/22/2012,$3.99,N/A (76%),"12,675 ±3,342",11:04 (02:45)
137,Overture,2/2/2015,$2.49,N/A (76%),"14,288 ±3,548",06:15 (02:45)
139,Demigod,12/14/2011,$4.99,N/A (76%),"196,573 ±13,157",05:09 (01:42)
144,Eschalon: Book 1,2/10/2009,$2.99,N/A (75%),"38,485 ±5,823",09:14 (02:56)
145,Avadon: The Black Fortress,8/17/2011,$2.99,N/A (75%),"215,470 ±13,775",07:16 (00:44)
147,Drakensang,3/9/2009,$9.99,N/A (75%),"53,464 ±6,864",18:12 (04:46)
148,Patrician III,11/18/2010,$1.24,N/A (75%),"110,385 ±9,861",05:11 (00:32)
151,Ring Runner: Flight of the Sages,11/19/2013,$2.49,N/A (75%),"80,657 ±8,430",03:02 (00:59)
153,Dreamfall: The Longest Journey,1/12/2007,$9.99,N/A (75%),"106,237 ±9,674",08:57 (03:20)
154,Our Darker Purpose,1/29/2014,$2.99,N/A (74%),"57,612 ±7,125",08:29 (01:36)
156,Drox Operative,2/18/2014,$7.99,N/A (74%),"9,448 ±2,885",11:04 (06:31)
157,Shadows: Heretic Kingdoms,11/20/2014,$9.99,N/A (74%),"21,201 ±4,322",07:09 (01:56)
158,Age of Wushu,3/27/2014,Free,N/A (74%),"51,390 ±6,729",08:47 (00:01)
159,AirBuccaneers,,Free,N/A (74%),"130,665 ±10,729",02:24 (01:21)
160,SpellForce: Platinum Edition,11/3/2009,$4.99,N/A (74%),"93,793 ±9,090",35:31 (05:22)
161,Convoy,4/21/2015,$13.49,N/A (74%),"12,905 ±3,372",09:57 (07:00)
162,Blackguards 2,1/20/2015,$8.24,N/A (74%),"22,354 ±4,438",12:31 (06:55)
167,King's Bounty: Warriors of the North,10/25/2012,$2.99,N/A (74%),"141,957 ±11,182",62:21 (21:08)
168,Oceanhorn: Monster of Uncharted Seas,3/17/2015,$10.04,N/A (73%),"15,671 ±3,716",04:09 (01:33)
169,Driftmoon,1/3/2014,$14.99,N/A (73%),"39,176 ±5,875",02:51 (00:50)
170,King's Bounty: Dark Side,8/19/2014,$3.19,N/A (73%),"61,300 ±7,349",59:21 (28:26)
171,Beyond Divinity,10/29/2012,$1.49,N/A (73%),"289,675 ±15,969",02:23 (00:06)
175,Paper Sorcerer,1/22/2014,$2.49,N/A (73%),"71,209 ±7,921",05:33 (01:15)
176,Pier Solar and the Great Architects,9/29/2014,$7.49,N/A (73%),"31,802 ±5,294",03:20 (01:21)
177,Sherlock Holmes versus Jack the Ripper,12/23/2009,$4.99,N/A (73%),"78,122 ±8,296",06:33 (01:19)
181,Space Hulk Ascension,11/12/2014,$14.99,N/A (72%),"31,341 ±5,255",15:39 (03:22)
188,DUNGEONS - The Dark Lord (Steam Special Edition),9/27/2011,$4.99,N/A (72%),"130,665 ±10,729",03:27 (00:58)
189,Puzzle Quest: Galactrix,2/24/2009,$9.99,N/A (72%),"35,259 ±5,574",06:35 (02:12)
190,Septerra Core,9/27/2013,$4.99,N/A (72%),"89,875 ±8,898",03:24 (01:03)
191,Lords of Xulima,11/14/2014,$12.99,N/A (72%),"23,275 ±4,529",38:27 (09:34)
193,Elven Legacy,4/7/2009,$1.24,N/A (71%),"67,291 ±7,700",11:52 (01:01)
195,Gyromancer,11/18/2009,$2.99,N/A (71%),"54,847 ±6,952",08:28 (04:29)
196,Dungeons 2,4/24/2015,$26.79,N/A (71%),"32,032 ±5,313",14:45 (09:33)
197,Sherlock Holmes: Nemesis,8/7/2008,$4.99,N/A (71%),"70,287 ±7,869",07:27 (05:21)
199,Bionic Dues,10/8/2013,$2.99,N/A (71%),"58,534 ±7,182",03:00 (01:19)
200,Bravada,8/22/2014,$9.99,N/A (70%),"4,379 ±1,964",02:45 (02:46)
203,Sengoku,9/15/2011,$2.49,N/A (70%),"101,167 ±9,441",04:40 (01:14)
205,Crowntakers,11/7/2014,$7.49,N/A (70%),"5,070 ±2,113",06:19 (04:26)
206,Soulbringer,3/13/2014,$1.49,N/A (70%),"47,703 ±6,483",02:25 (00:09)
209,Of Orcs And Men,10/11/2012,$10.19,N/A (69%),"111,537 ±9,913",05:25 (01:27)
213,Runespell: Overture,7/20/2011,$4.99,N/A (69%),"103,241 ±9,537",04:24 (02:02)
215,Costume Quest 2,10/7/2014,$5.09,N/A (68%),"24,889 ±4,683",05:52 (04:32)
220,Avencast,3/17/2010,$2.49,N/A (68%),"239,437 ±14,520",02:36 (00:28)
221,Runers,9/2/2014,$3.39,N/A (68%),"17,514 ±3,928",09:22 (03:10)
225,Rollers of the Realm,11/18/2014,$3.99,N/A (68%),"31,802 ±5,294",04:10 (01:47)
226,Eschalon: Book 3,2/14/2014,$7.49,N/A (67%),"17,053 ±3,876",14:18 (16:30)
227,Last Word,5/8/2015,$6.99,N/A (67%),"1,844 ±1,274",04:15 (04:15)
231,King Arthur II - The Role-playing Wargame,1/27/2012,$2.49,N/A (66%),"149,331 ±11,469",10:30 (01:37)
233,Hot Tin Roof: The Cat That Wore A Fedora,2/20/2015,$11.24,N/A (66%),"1,670 ±1,461",00:43 (00:55)
238,Grotesque Tactics: Evil Heroes,10/15/2010,$3.49,N/A (65%),"136,887 ±10,981",04:08 (01:07)
239,Unrest,7/23/2014,$3.74,N/A (65%),"11,983 ±3,249",02:33 (01:53)
241,Citizens of Earth,1/20/2015,$7.49,N/A (65%),"7,144 ±2,509",07:32 (06:45)
242,DUNGEONS - Steam Special Edition,2/10/2011,$7.49,N/A (65%),"170,302 ±12,247",08:11 (02:19)
245,Hinterland,9/30/2008,$9.99,N/A (65%),"34,337 ±5,501",06:24 (03:15)
246,Serious Sam: The Random Encounter,10/24/2011,$0.74,N/A (64%),"341,296 ±17,332",00:31 (00:14)
250,Inquisitor,8/1/2013,$3.39,N/A (64%),"84,344 ±8,620",05:13 (00:40)
251,Sneaky Sneaky,11/12/2014,$3.49,N/A (63%),"2,996 ±1,625",04:48 (06:39)
256,Jagged Alliance: Crossfire,8/24/2012,$4.99,N/A (63%),"109,003 ±9,799",21:18 (03:18)
257,Quest for Infamy,7/10/2014,$9.99,N/A (63%),"21,432 ±4,346",02:43 (01:22)
258,The Baconing,8/31/2011,$14.99,N/A (63%),"124,443 ±10,470",03:05 (00:32)
260,The Weaponographist,4/29/2015,$7.49,N/A (62%),"1,131 ±1,566",01:33 (02:41)
262,Redshirt,11/13/2013,$2.49,N/A (62%),"51,621 ±6,744",04:06 (01:37)
263,Silverfall,3/20/2007,$3.39,N/A (62%),"33,185 ±5,408",04:21 (00:26)
264,Chantelise,7/29/2011,$4.99,N/A (62%),"165,232 ±12,064",02:27 (00:36)
267,Vigil: Blood Bitterness,6/29/2007,Free,N/A (61%),"59,917 ±7,266",00:27 (00:05)
268,Venetica,1/23/2015,$4.99,N/A (61%),"20,971 ±4,299",04:28 (02:17)
271,Space Siege,8/14/2008,$7.49,N/A (60%),"43,094 ±6,162",04:53 (01:53)
272,Rise of the Argonauts,1/7/2009,$2.49,N/A (59%),"310,876 ±16,542",03:15 (00:32)
275,VoidExpanse,4/2/2015,$11.24,N/A (58%),"13,136 ±3,402",13:12 (04:40)
277,Legend: Hand of God,5/5/2009,$9.99,N/A (57%),"4,609 ±2,015",12:41 (13:35)
279,Two Brothers,12/3/2013,$14.99,N/A (57%),"76,048 ±8,186",00:43 (00:11)
281,Disciples III: Renaissance,7/16/2010,$4.99,N/A (56%),"166,615 ±12,114",16:35 (03:55)
282,SpellForce 2 - Faith in Destiny,6/19/2012,$7.49,N/A (55%),"258,795 ±15,095",09:58 (01:16)
283,Warhammer Quest,1/7/2015,$7.49,N/A (55%),"10,140 ±2,989",20:30 (17:18)
284,King Arthur - Fallen Champions,9/16/2011,$1.24,N/A (54%),"76,509 ±8,210",01:17 (00:29)
286,Windforge,3/11/2014,$7.49,N/A (53%),"73,744 ±8,061",06:25 (01:05)
287,Akaneiro: Demon Hunters,11/25/2014,$4.99,N/A (53%),"19,588 ±4,155",02:17 (01:24)
288,Miner Wars 2081,11/28/2012,$3.99,N/A (52%),"78,353 ±8,309",01:50 (00:35)
289,Confrontation,4/4/2012,$6.79,N/A (51%),"347,287 ±17,483",01:08 (00:18)
291,Line Of Defense Tactics - Tactical Advantage,3/17/2014,$7.49,N/A (47%),"2,996 ±1,625",00:56 (01:39)
292,Starpoint Gemini,2/16/2012,$3.49,N/A (46%),"52,312 ±6,789",08:27 (01:20)
297,Majestic Nights,10/30/2014,$2.99,N/A (32%),"17,975 ±3,980",01:17 (00:57)
298,Legends of Dawn,6/27/2013,$5.99,N/A (29%),"27,423 ±4,916",04:05 (01:49)
299,Raven's Cry,1/30/2015,$54.99,N/A (27%),"3,226 ±1,686",11:06 (09:33)
301,Tkl Online,1/27/2015,$5.99,N/A (N/A),"566 ±1,107",00:15 (00:15)
302,FINAL FANTASY IV,9/17/2014,$11.19,N/A (N/A),"83,423 ±8,573",16:47 (03:49)
303,Time Ramesside,4/29/2015,$10.49,N/A (N/A),"18,666 ±4,056",02:10 (01:41)
306,Siralim,4/24/2015,$6.69,N/A (N/A),"4,609 ±2,015",05:39 (05:53)
307,Odyssey Reborn,3/30/2015,Free,N/A (N/A),"18,897 ±4,081",00:33 (00:06)
308,Grand Class Melee 2,2/2/2015,$6.69,N/A (N/A),"8,066 ±2,666",02:03 (01:53)
310,Darkstone,9/25/2014,$1.24,N/A (N/A),"16,592 ±3,824",01:22 (00:18)
311,Dreamscape,2/2/2015,$2.49,N/A (N/A),"2,074 ±1,352",01:09 (00:47)
312,Castaway Paradise,5/19/2015,$7.49,N/A (N/A),"566 ±1,107",00:00 (00:00)
313,Forsaken Isle,2/6/2015,$7.19,N/A (N/A),"2,304 ±1,425",08:05 (08:15)
314,Darklands,10/17/2014,$3.49,N/A (N/A),"5,070 ±2,113",09:59 (25:36)
317,Avernum 6,5/11/2012,$1.49,N/A (N/A),"63,604 ±7,486",09:42 (00:47)
320,Wanderlust: Rebirth,7/27/2012,$3.99,N/A (N/A),"190,582 ±12,955",04:50 (01:14)
322,Star Wolves 3: Civil War,3/2/2010,$1.99,N/A (N/A),"111,077 ±9,892",06:27 (01:57)
323,You Are Not The Hero,6/2/2015,$14.99,N/A (N/A),"1,131 ±1,566",00:56 (00:56)
324,Thieves' Gambit: Curse of the Black Cat,10/17/2014,$1.79,N/A (N/A),"1,336 ±1,307",02:18 (03:18)
327,Windborne,2/17/2014,$29.99,N/A (N/A),"9,679 ±2,920",21:51 (07:20)
328,Dark Scavenger,5/16/2014,$1.69,N/A (N/A),"21,662 ±4,369",02:15 (01:30)
330,Vagrant Hearts 2,5/20/2015,$2.99,N/A (N/A),668 ±924,00:19 (00:19)
331,Choice of the Petal Throne,4/10/2015,$2.39,N/A (N/A),922 ±901,00:57 (00:38)
332,SLAMMED!,1/30/2015,$2.39,N/A (N/A),"1,670 ±1,461",08:13 (10:49)
333,Deep Dungeons of Doom,10/14/2014,$1.24,N/A (N/A),"41,711 ±6,063",01:51 (00:59)
335,Victim of Xen,5/21/2014,$2.99,N/A (N/A),"90,567 ±8,933",03:16 (02:18)
336,Geneforge 4,11/1/2006,$5.99,N/A (N/A),"75,357 ±8,148",08:28 (04:59)
337,Skyborn,2/21/2014,$3.74,N/A (N/A),"194,499 ±13,088",02:42 (00:43)
338,Alien Shooter: Revisited,5/27/2009,$14.99,N/A (N/A),"37,333 ±5,736",05:03 (00:39)
339,Dustbowl,5/18/2015,$7.19,N/A (N/A),"2,672 ±1,848",02:36 (03:08)
340,The Albino Hunter,3/11/2015,$0.19,N/A (N/A),"25,580 ±4,748",02:42 (02:00)
341,Data Hacker: Reboot,4/17/2015,$6.49,N/A (N/A),668 ±924,09:39 (09:38)
342,Lilly and Sasha: Nexus of Souls,5/25/2015,$6.02,N/A (N/A),"7,835 ±2,627",01:02 (01:00)
343,Angels of Fasaria RPG + MMORPG,12/9/2014,$9.99,N/A (N/A),"3,226 ±1,686",03:09 (05:14)
346,Jagged Alliance 2 - Wildfire,11/16/2012,$6.99,N/A (N/A),"66,600 ±7,660",07:40 (01:12)
347,Heroes of Steel RPG,4/23/2014,$3.99,N/A (N/A),"8,296 ±2,704",04:29 (01:56)
348,Conquest of Champions,4/23/2014,Free,N/A (N/A),"81,118 ±8,454",04:01 (00:21)
349,Out of Reach,6/8/2015,$16.99,N/A (N/A),922 ±901,06:18 (08:12)
350,Moonrise,5/27/2015,Free,N/A (N/A),"14,288 ±3,548",15:25 (04:02)
351,Elements: Soul of Fire,1/12/2015,$3.99,N/A (N/A),"9,448 ±2,885",03:49 (02:32)
352,Forge Quest,5/29/2015,$11.99,N/A (N/A),"28,115 ±4,977",05:03 (03:02)
354,Xsyon - Prelude,12/29/2014,$22.49,N/A (N/A),"2,004 ±1,600",18:25 (24:55)
355,Spoko and Poko,5/11/2015,$3.99,N/A (N/A),"2,304 ±1,425",00:04 (00:02)
356,Social Justice Warriors,2/27/2015,$4.79,N/A (N/A),"2,996 ±1,625",01:25 (01:08)
357,Entropy,12/9/2013,$19.99,N/A (N/A),"20,049 ±4,203",03:41 (01:46)
358,Gunspell: Steam Edition,11/7/2014,$7.49,N/A (N/A),"18,436 ±4,031",05:15 (02:55)
360,Super Chibi Knight,12/1/2014,$8.99,N/A (N/A),"1,152 ±1,007",06:59 (06:59)
361,The Hero of Kendrickstone,3/13/2015,$2.99,N/A (N/A),"3,457 ±1,745",08:00 (04:54)
364,Steel & Steam: Episode 1,7/16/2014,$1.99,N/A (N/A),"24,889 ±4,683",03:13 (02:44)
366,Star Wolves 2,3/2/2010,$0.99,N/A (N/A),"53,925 ±6,893",01:36 (00:41)
367,Tin Star,6/5/2015,$2.99,N/A (N/A),"5,070 ±2,113",04:35 (03:43)
368,Winged Sakura: Mindy's Arc,11/7/2014,$7.49,N/A (N/A),"8,988 ±2,814",03:23 (01:51)
369,Coin Crypt,10/28/2014,$9.99,N/A (N/A),"11,062 ±3,122",08:40 (02:31)
370,Biglands: A Game Made By Kids,8/25/2014,$4.99,N/A (N/A),"8,296 ±2,704",00:39 (00:33)
372,Merchants of Kaidan,11/10/2014,$3.74,N/A (N/A),"40,098 ±5,944",03:38 (03:10)
373,Reaper - Tale of a Pale Swordsman,2/7/2014,$4.99,N/A (N/A),"54,847 ±6,952",01:32 (00:40)
374,Battle Brothers,4/27/2015,$17.99,N/A (N/A),"6,222 ±2,341",19:55 (12:28)
375,Deadly Profits,5/29/2015,$1.49,N/A (N/A),"8,527 ±2,741",01:41 (02:10)
377,Cubic,9/29/2014,$4.94,N/A (N/A),"1,336 ±1,307",00:00 (00:00)
379,Sweet Lily Dreams,5/16/2014,$3.74,N/A (N/A),"173,759 ±12,371",01:25 (00:32)
380,Pox Nora,10/15/2014,Free,N/A (N/A),"242,433 ±14,610",12:20 (00:20)
381,3 Stars of Destiny,3/28/2014,$3.74,N/A (N/A),"30,650 ±5,197",05:25 (04:21)
382,Zombie Shooter,5/27/2009,$14.99,N/A (N/A),"98,402 ±9,311",02:41 (01:15)
384,Trapped Dead: Lockdown,3/20/2015,$3.99,N/A (N/A),"2,304 ±1,425",08:04 (07:50)
385,Jagged Alliance Gold,4/23/2014,$4.99,N/A (N/A),"13,136 ±3,402",05:00 (03:51)
386,Stones of Sorrow,5/26/2015,$2.49,N/A (N/A),"566 ±1,107",00:00 (00:00)
387,Postmortem: one must die (Extended Cut),12/3/2013,$6.99,N/A (N/A),"50,008 ±6,638",00:25 (00:16)
388,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,12/19/2014,$1.24,N/A (N/A),"12,444 ±3,311",06:10 (04:28)
391,Elminage Gothic,9/18/2014,$2.99,N/A (N/A),"6,222 ±2,341",12:10 (02:26)
392,Ultimate Space Commando,5/12/2015,$9.99,N/A (N/A),"1,152 ±1,007",00:32 (00:10)
393,Age of Fear 2,3/27/2015,$6.49,N/A (N/A),"1,383 ±1,103",09:15 (08:27)
394,Aveyond: The Darkthrop Prophecy,2/13/2015,$4.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
397,The Curious Expedition,5/19/2015,$14.99,N/A (N/A),"9,448 ±2,885",05:56 (04:00)
398,MyDream,2/20/2015,$14.99,N/A (N/A),668 ±924,00:10 (00:05)
399,The I of the Dragon,3/6/2015,$6.99,N/A (N/A),"3,457 ±1,745",03:38 (04:50)
400,Time of Shadows,9/11/2009,$2.49,N/A (N/A),"10,831 ±3,089",02:30 (01:05)
401,Voyage to Farland,6/2/2015,$4.97,N/A (N/A),"3,687 ±1,802",02:00 (00:46)
402,1Quest,12/3/2014,$3.49,N/A (N/A),"24,889 ±4,683",01:28 (01:00)
403,Breach & Clear: Deadline,1/21/2015,$14.99,N/A (N/A),"6,913 ±2,468",02:06 (01:21)
405,Ascension to the Throne,4/23/2014,$0.99,N/A (N/A),"15,901 ±3,743",11:31 (08:12)
406,New kind of adventure,6/4/2015,$1.49,N/A (N/A),"4,379 ±1,964",00:27 (00:32)
407,StaudSoft's Synthetic World,2/9/2015,$9.99,N/A (N/A),"1,670 ±1,461",00:00 (00:00)
410,Legends of Aethereus,9/27/2013,$29.99,N/A (N/A),"45,859 ±6,357",04:01 (01:02)
411,Strife: Veteran Edition,12/12/2014,$4.99,N/A (N/A),"34,107 ±5,482",01:37 (01:19)
413,Claustrophobia: The Downward Struggle,9/9/2014,$4.99,N/A (N/A),"23,736 ±4,573",05:42 (02:16)
414,The Gate,4/27/2015,Free,N/A (N/A),"41,711 ±6,063",11:36 (01:25)
415,Telepath Tactics,4/16/2015,$11.24,N/A (N/A),"3,918 ±1,858",02:48 (06:10)
416,Crystal Story II,2/6/2015,$1.49,N/A (N/A),"11,062 ±3,122",06:47 (03:48)
417,Fantasy Grounds,5/9/2014,$27.99,N/A (N/A),"6,683 ±2,427",28:52 (08:41)
418,Death Skid Marks,11/20/2014,$4.99,N/A (N/A),"6,683 ±2,427",07:10 (05:30)
419,Legends of Persia,6/3/2014,$3.99,N/A (N/A),"33,646 ±5,445",00:46 (00:29)
420,Dark Forester,2/9/2015,$3.49,N/A (N/A),"1,697 ±1,918",04:37 (04:37)
421,Battlegrounds of Eldhelm,10/22/2014,Free,N/A (N/A),"67,522 ±7,713",02:18 (00:21)
422,Pitiri 1977,11/7/2014,$3.74,N/A (N/A),"13,366 ±3,432",01:06 (01:30)
423,Guns'N'Zombies,10/30/2014,$1.19,N/A (N/A),"49,777 ±6,623",02:03 (01:14)
424,Saturday Morning RPG,1/29/2014,$1.04,N/A (N/A),"57,151 ±7,096",02:24 (01:41)
425,KWAAN,3/11/2015,$3.49,N/A (N/A),922 ±901,01:11 (01:11)
