#,Game,Release date,Price,Userscore (Metascore),Owners,Playtime (Median)
411,Pirates of Black Cove,8/2/2011,$2.49,N/A (56%),"72,822 ±8,010",04:52 (01:36)
412,Disciples III: Renaissance,7/16/2010,$4.99,N/A (56%),"166,615 ±12,114",16:35 (03:55)
415,Iron Warriors: T-72 Tank Command,7/26/2006,$0.99,N/A (56%),"39,637 ±5,910",00:51 (00:10)
416,Guardians of Graxia,11/10/2010,$1.97,N/A (55%),"63,834 ±7,500",02:34 (00:37)
417,Warhammer Quest,1/7/2015,$7.49,N/A (55%),"10,140 ±2,989",20:30 (17:18)
418,Iron Front : Liberation 1944,5/25/2012,$12.49,N/A (55%),"61,530 ±7,363",14:37 (04:03)
419,SpellForce 2 - Faith in Destiny,6/19/2012,$7.49,N/A (55%),"258,795 ±15,095",09:58 (01:16)
420,Defenders of Time,11/4/2014,$19.99,N/A (55%),"2,996 ±1,625",01:40 (02:30)
421,Emergency 5 - Deluxe Edition,11/27/2014,$24.99,N/A (54%),"14,749 ±3,605",05:18 (03:24)
422,The Political Machine 2012,7/31/2012,$1.99,N/A (54%),"78,814 ±8,333",04:38 (01:32)
423,Achron,8/29/2011,$3.99,N/A (54%),"12,214 ±3,281",03:24 (01:08)
424,King Arthur - Fallen Champions,9/16/2011,$1.24,N/A (54%),"76,509 ±8,210",01:17 (00:29)
425,Gemini Wars,11/2/2012,$3.74,N/A (53%),"31,572 ±5,274",05:39 (01:32)
426,M.U.D. TV,4/19/2010,$2.49,N/A (53%),"41,020 ±6,012",05:31 (02:35)
427,Lords of Football,4/5/2013,$7.49,N/A (52%),"42,172 ±6,096",05:48 (01:44)
429,Confrontation,4/4/2012,$6.79,N/A (51%),"347,287 ±17,483",01:08 (00:18)
430,Railroad Pioneer,7/1/2014,$2.49,N/A (50%),"9,909 ±2,955",06:15 (01:27)
431,Tryst,9/14/2012,$3.74,N/A (50%),"12,675 ±3,342",00:56 (00:49)
432,Adventure Park,11/8/2013,$9.99,N/A (49%),"23,045 ±4,506",01:30 (00:35)
434,Light,7/14/2014,$3.24,N/A (49%),"36,411 ±5,664",01:42 (00:53)
435,Theatre of War 3: Korea,3/24/2011,$2.99,N/A (49%),"40,098 ±5,944",03:33 (00:49)
436,APOX,1/20/2011,$3.74,N/A (48%),"40,098 ±5,944",05:09 (01:15)
437,Line Of Defense Tactics - Tactical Advantage,3/17/2014,$7.49,N/A (47%),"2,996 ±1,625",00:56 (01:39)
439,Impire,2/14/2013,$4.99,N/A (45%),"109,003 ±9,799",09:01 (04:50)
441,Meridian: New World,9/26/2014,$2.99,N/A (43%),"45,859 ±6,357",02:16 (00:56)
442,Brigade E5: New Jagged Union,4/30/2014,$0.99,N/A (41%),"10,370 ±3,023",05:16 (05:21)
444,Fray,6/19/2012,Free,N/A (27%),"5,300 ±2,161",02:26 (01:21)
445,Gettysburg: Armored Warfare,3/27/2012,$9.99,N/A (22%),"35,720 ±5,610",00:48 (00:23)
446,Frontline : Road to Moscow,8/8/2014,$4.99,N/A (N/A),"12,214 ±3,281",08:53 (04:35)
447,Blockscape,7/3/2014,$19.99,N/A (N/A),"20,280 ±4,227",07:08 (01:44)
448,Armello,1/22/2015,$24.99,N/A (N/A),"14,749 ±3,605",05:12 (02:58)
449,Shadow Hunter,4/20/2015,Free,N/A (N/A),"13,597 ±3,461",00:12 (00:12)
450,Xam,7/15/2014,Free,N/A (N/A),"204,409 ±13,417",00:29 (00:14)
452,Mech Marines: Steel March,1/9/2015,$7.99,N/A (N/A),"3,226 ±1,686",01:54 (04:05)
453,Spectre,11/3/2014,$11.99,N/A (N/A),"1,152 ±1,007",00:05 (00:05)
454,Hero Generations,4/10/2015,$11.99,N/A (N/A),"8,988 ±2,814",02:08 (01:30)
455,Arena Wars 2,10/12/2012,$1.19,N/A (N/A),"55,308 ±6,981",00:35 (00:17)
456,Armed Tactics,5/20/2015,$17.99,N/A (N/A),668 ±924,12:45 (06:22)
457,Out There: Ω Edition,4/2/2015,$8.99,N/A (N/A),"9,448 ±2,885",03:31 (02:35)
458,Crunch Time!,12/31/2014,$1.99,N/A (N/A),"12,444 ±3,311",01:27 (02:31)
459,Command: Modern Air / Naval Operations WOTY,9/26/2014,$39.99,N/A (N/A),"5,761 ±2,253",12:43 (02:38)
461,AdvertCity,6/5/2015,$17.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
462,WOC_Basic,4/2/2015,$9.74,N/A (N/A),"1,336 ±1,307",12:54 (23:03)
463,Spaceforce Constellations,12/12/2013,$2.99,N/A (N/A),"3,226 ±1,686",01:18 (00:27)
464,Real Warfare,11/30/2011,$0.99,N/A (N/A),"39,407 ±5,893",00:31 (00:21)
465,Idol Hands,2/18/2015,$9.99,N/A (N/A),"1,152 ±1,007",04:00 (05:16)
467,Rugby Union Team Manager 2015,12/3/2014,$39.99,N/A (N/A),"4,379 ±1,964",11:22 (10:50)
468,Spark Rising,5/8/2014,$4.99,N/A (N/A),"30,880 ±5,216",00:43 (00:12)
469,Sometimes: Success Requires Sacrifice,2/27/2015,$2.99,N/A (N/A),"16,131 ±3,770",00:50 (00:26)
471,AERENA - Masters Edition,2/10/2015,$4.75,N/A (N/A),"10,601 ±3,056",02:03 (01:21)
474,Dungeon Crawlers HD,6/1/2015,$4.99,N/A (N/A),"1,002 ±1,131",00:42 (00:41)
476,Archon:Classic,11/2/2010,$9.99,N/A (N/A),"22,814 ±4,484",02:24 (00:45)
477,Dead Man's Draw,2/6/2014,$4.99,N/A (N/A),"8,988 ±2,814",04:54 (02:33)
478,Seven Kingdoms 2 HD,2/4/2015,$4.99,N/A (N/A),"18,666 ±4,056",05:40 (00:39)
479,RIP - Early Access,10/31/2014,$1.49,N/A (N/A),"11,522 ±3,186",00:59 (00:30)
480,Exodus Wars: Fractured Empire,1/30/2015,$4.99,N/A (N/A),"2,304 ±1,425",00:11 (00:01)
481,Conquest of Elysium 3,10/24/2012,$4.99,N/A (N/A),"38,946 ±5,858",09:51 (01:56)
482,Sleep Attack,5/28/2015,$5.94,N/A (N/A),668 ±924,02:24 (02:24)
483,Warring States,10/6/2014,$10.99,N/A (N/A),"6,683 ±2,427",01:25 (01:47)
485,Void Destroyer,1/20/2015,$9.74,N/A (N/A),"20,049 ±4,203",04:09 (00:54)
486,Elven Legacy: Magic,12/3/2009,$1.24,N/A (N/A),"47,242 ±6,452",01:46 (04:10)
487,Survivors,3/20/2015,$1.99,N/A (N/A),"6,453 ±2,384",01:28 (01:22)
489,Fallen: A2P Protocol,4/6/2015,$10.04,N/A (N/A),"4,379 ±1,964",00:43 (00:53)
490,Time of Fury,7/18/2014,$9.99,N/A (N/A),"1,131 ±1,566",00:21 (00:22)
491,Patterns,,Free,N/A (N/A),"10,601 ±3,056",02:13 (01:04)
493,Defend Your Life,4/10/2015,$1.99,N/A (N/A),"39,407 ±5,893",03:50 (01:35)
496,RESCUE 2,6/3/2015,$22.49,N/A (N/A),"3,226 ±1,686",04:16 (04:11)
497,A Game of Thrones - Genesis,9/28/2011,$6.79,N/A (N/A),"196,112 ±13,142",04:34 (01:35)
498,Oddworld: Stranger's Wrath HD,12/20/2010,$4.99,N/A (N/A),"192,886 ±13,033",03:42 (00:53)
499,Steel Storm: A.M.M.O.,9/25/2013,$9.99,N/A (N/A),"2,829 ±2,477",00:01 (00:01)
500,Foresight,11/28/2014,$9.99,N/A (N/A),"9,448 ±2,885",02:19 (02:22)
501,Frontline : The Longest Day,12/9/2014,$2.99,N/A (N/A),668 ±924,02:41 (02:40)
502,Darkwind: War on Wheels,8/22/2014,Free,N/A (N/A),"150,023 ±11,495",00:50 (00:06)
504,LA Cops,3/13/2015,$7.49,N/A (N/A),"6,222 ±2,341",02:36 (00:40)
505,Monsters & Munitions,,Free,N/A (N/A),"2,672 ±1,848",00:18 (00:31)
506,The Depths of Tolagal,1/5/2015,$3.99,N/A (N/A),"3,687 ±1,802",00:23 (00:30)
507,The Few,6/18/2014,$1.99,N/A (N/A),"23,275 ±4,529",03:14 (01:56)
508,Go Home Dinosaurs!,3/14/2013,$1.99,N/A (N/A),"22,814 ±4,484",04:42 (01:59)
509,TransPlan,6/8/2015,$0.74,N/A (N/A),"1,002 ±1,131",00:35 (00:17)
510,The Entente Gold,6/16/2014,$0.49,N/A (N/A),"20,280 ±4,227",01:26 (00:55)
511,Terraform,5/8/2015,$1.79,N/A (N/A),691 ±780,04:07 (02:44)
512,Garden Rescue,2/2/2015,$2.99,N/A (N/A),"6,453 ±2,384",06:39 (06:38)
513,Hexcells Infinite,9/1/2014,$1.49,N/A (N/A),"28,115 ±4,977",19:10 (12:04)
515,Perfect Golf,1/22/2015,$19.99,N/A (N/A),"9,679 ±2,920",80:17 (06:16)
516,Spirit Of War,3/12/2015,$7.49,N/A (N/A),"2,004 ±1,600",03:22 (01:00)
517,Pahelika: Revelations HD,3/2/2015,$9.99,N/A (N/A),"22,354 ±4,438",00:35 (00:19)
518,688(I) Hunter/Killer,10/26/2006,$1.99,N/A (N/A),"33,646 ±5,445",02:25 (00:26)
520,Cosmochoria,4/27/2015,$4.99,N/A (N/A),"8,066 ±2,666",04:19 (01:51)
521,60 Seconds!,5/25/2015,$8.99,N/A (N/A),"15,671 ±3,716",03:02 (01:41)
522,Sentinel 3: Homeworld,2/3/2014,$1.74,N/A (N/A),"6,913 ±2,468",12:54 (08:27)
524,Gorky 17,9/27/2013,$4.99,N/A (N/A),"97,019 ±9,245",01:23 (00:12)
525,Timelines: Assault on America,9/24/2013,$0.74,N/A (N/A),"5,300 ±2,161",01:09 (01:10)
526,Cubesis,8/22/2014,$2.29,N/A (N/A),"6,913 ±2,468",00:03 (00:03)
527,GamersGoMakers,8/8/2014,$4.99,N/A (N/A),"12,675 ±3,342",07:31 (06:18)
528,Atlantica,6/29/2012,Free,N/A (N/A),"128,591 ±10,643",36:09 (04:53)
529,FaeVerse Alchemy,4/2/2014,$7.49,N/A (N/A),"6,453 ±2,384",04:41 (05:47)
530,Sovereignty: Crown of Kings,4/9/2015,$24.99,N/A (N/A),"2,535 ±1,494",08:11 (07:21)
531,Agarest Zero,4/17/2014,$4.99,N/A (N/A),"48,164 ±6,515",15:24 (04:04)
532,Zotrix,2/18/2015,$8.49,N/A (N/A),"2,765 ±1,561",02:11 (02:09)
533,Smugglers 5: Invasion,10/16/2014,$4.99,N/A (N/A),"1,613 ±1,192",03:41 (01:48)
534,Braveland,3/17/2014,$2.49,N/A (N/A),"24,428 ±4,640",03:14 (02:47)
535,Crest,4/23/2015,$4.49,N/A (N/A),"2,338 ±1,729",00:10 (00:13)
536,Global Outbreak: Doomsday Edition,8/11/2014,$6.49,N/A (N/A),"1,002 ±1,131",00:56 (00:55)
537,Trapped Dead,7/15/2011,$1.99,N/A (N/A),"126,056 ±10,538",01:54 (00:49)
538,Sky Battles,3/25/2015,$2.49,N/A (N/A),"8,988 ±2,814",00:03 (00:02)
539,Starscape,11/3/2008,$9.99,N/A (N/A),"14,288 ±3,548",06:21 (02:05)
540,Across The Rhine,11/6/2014,$3.49,N/A (N/A),"5,992 ±2,298",00:33 (00:33)
541,BattleSpace,1/7/2015,Free,N/A (N/A),"59,917 ±7,266",03:40 (00:01)
543,Steam Squad,5/15/2014,$13.49,N/A (N/A),"1,152 ±1,007",00:27 (00:36)
544,Decisive Campaigns: Case Blue,5/7/2015,$29.99,N/A (N/A),"1,131 ±1,566",109:26 (218:29)
545,Offworld Trading Company,2/12/2015,$35.99,N/A (N/A),"37,794 ±5,771",09:18 (04:16)
546,Power Of Defense,8/4/2010,$9.99,N/A (N/A),"10,140 ±2,989",01:01 (01:01)
548,Majesty: Gold Edition,9/4/2009,$2.49,N/A (N/A),"91,719 ±8,989",08:24 (01:46)
549,Hearthlands,12/12/2014,$10.04,N/A (N/A),"8,988 ±2,814",03:38 (03:22)
551,Hell,11/13/2014,$14.99,N/A (N/A),"7,144 ±2,509",16:49 (06:59)
553,Making History: The Great War,1/29/2015,$9.89,N/A (N/A),"8,296 ±2,704",22:38 (08:36)
554,Stalingrad,3/25/2015,$1.24,N/A (N/A),"2,074 ±1,352",01:15 (01:26)
555,Rebuild 3: Gangs of Deadsville,5/29/2015,$12.74,N/A (N/A),"27,884 ±4,957",24:17 (12:19)
556,Solar War,1/6/2015,$6.79,N/A (N/A),"1,002 ±1,131",00:51 (00:27)
557,Disciples III: Reincarnation,2/14/2014,$9.99,N/A (N/A),"75,818 ±8,173",41:13 (15:16)
558,Gardens Inc. 2: The Road to Fame,5/22/2014,$3.39,N/A (N/A),"2,263 ±2,215",06:02 (09:03)
559,Victoria: Revolutions,8/20/2010,$2.49,N/A (N/A),"100,706 ±9,419",11:22 (00:19)
560,CroNix,2/12/2015,Free,N/A (N/A),"117,760 ±10,185",00:34 (00:12)
561,Cinemaware Anthology: 1986-1991,11/14/2014,$2.49,N/A (N/A),"3,687 ±1,802",02:35 (00:54)
563,Jack Lumber,4/30/2013,$4.99,N/A (N/A),"155,092 ±11,688",00:55 (00:33)
564,Ascension to the Throne,4/23/2014,$0.99,N/A (N/A),"15,901 ±3,743",11:31 (08:12)
565,Telepath Tactics,4/16/2015,$11.24,N/A (N/A),"3,918 ±1,858",02:48 (06:10)
566,Ground Pounders,7/15/2014,$1.94,N/A (N/A),"10,601 ±3,056",04:27 (04:17)
567,Reckless Ruckus,3/20/2015,Free,N/A (N/A),"21,201 ±4,322",03:24 (00:08)
568,Ancient Space,9/23/2014,$4.99,N/A (N/A),"27,193 ±4,895",04:40 (01:19)
569,Crusaders: Thy Kingdom Come,10/8/2009,$2.49,N/A (N/A),"21,893 ±4,392",04:32 (01:01)
570,Breach & Clear: Deadline,1/21/2015,$14.99,N/A (N/A),"6,913 ±2,468",02:06 (01:21)
572,Automation - The Car Company Tycoon Game,3/12/2015,$26.99,N/A (N/A),"24,658 ±4,661",11:36 (04:24)
573,Port Royale 3,5/4/2012,$6.24,N/A (N/A),"170,533 ±12,256",15:20 (03:16)
574,Train Valley,5/7/2015,$9.99,N/A (N/A),668 ±924,02:06 (02:06)
575,Z Steel Soldiers,8/1/2014,$4.41,N/A (N/A),"15,671 ±3,716",02:42 (02:15)
577,XIII Century,8/28/2009,$2.59,N/A (N/A),"64,987 ±7,567",01:35 (00:31)
580,X-COM: Terror from the Deep,5/4/2007,$2.49,N/A (N/A),"499,845 ±20,968",10:21 (00:40)
581,Hunters Of The Dead,9/4/2014,$0.99,N/A (N/A),"18,666 ±4,056",02:27 (01:03)
582,Forsaken Uprising,12/3/2014,$0.59,N/A (N/A),"18,666 ±4,056",02:18 (01:18)
584,Servo,5/28/2015,$17.99,N/A (N/A),"1,697 ±1,918",47:34 (92:42)
585,Strategic War in Europe,3/21/2014,$3.74,N/A (N/A),"37,333 ±5,736",03:51 (03:42)
586,Alien Hallway,8/19/2011,$4.99,N/A (N/A),"36,411 ±5,664",03:31 (02:05)
587,Don't Shoot Yourself!,4/10/2015,$4.99,N/A (N/A),"1,670 ±1,461",01:23 (01:52)
589,Great Big War Game,8/28/2012,$3.49,N/A (N/A),"8,757 ±2,778",06:24 (03:51)
591,Luminosity,4/9/2015,$4.99,N/A (N/A),"7,605 ±2,589",00:42 (00:37)
592,Crazy Machines: Golden Gears,3/27/2014,$2.49,N/A (N/A),"14,979 ±3,633",00:41 (01:08)
593,Grotesque Tactics 2 - Dungeons and Donuts,11/21/2011,$3.49,N/A (N/A),"87,571 ±8,784",05:11 (00:49)
594,OBEY,5/21/2015,$11.99,N/A (N/A),"1,844 ±1,274",01:45 (01:21)
595,Nekro,5/2/2014,$9.99,N/A (N/A),"34,107 ±5,482",02:31 (01:45)
596,Age of Booty,3/9/2009,$0.99,N/A (N/A),"24,428 ±4,640",03:08 (00:41)
597,KeeperRL,3/31/2015,$11.24,N/A (N/A),"5,761 ±2,253",05:23 (01:22)
598,Run For Rum,7/2/2014,$0.74,N/A (N/A),"3,226 ±1,686",00:11 (00:07)
599,Clockwork Empires,8/15/2014,$29.99,N/A (N/A),"13,136 ±3,402",05:09 (01:17)
600,Planet Stronghold,5/5/2014,$9.49,N/A (N/A),"31,572 ±5,274",04:55 (02:31)
601,Hegemony Gold: Wars of Ancient Greece,3/30/2012,$9.99,N/A (N/A),"12,214 ±3,281",18:11 (04:52)
602,Regimental Chess,4/29/2015,Free,N/A (N/A),"20,510 ±4,251",00:45 (00:06)
603,Tribloos 2,1/30/2014,$1.49,N/A (N/A),"27,884 ±4,957",01:30 (01:16)
604,Anomaly Warzone Earth Mobile Campaign,11/6/2013,$1.99,N/A (N/A),"32,032 ±5,313",02:01 (00:36)
605,Deadnaut,12/8/2014,$6.69,N/A (N/A),"2,996 ±1,625",02:42 (00:18)
606,Cannon Brawl,2/23/2015,Free,N/A (N/A),"50,238 ±6,653",03:31 (01:49)
607,OTTTD,8/6/2014,$2.49,N/A (N/A),"42,172 ±6,096",03:40 (01:14)
608,Farm Frenzy 4,4/29/2014,$2.02,N/A (N/A),"7,835 ±2,627",08:05 (02:25)
609,Dungeonbowl Knockout Edition,7/2/2012,$3.74,N/A (N/A),"35,720 ±5,610",04:49 (00:31)
610,Abalone,4/23/2014,$2.49,N/A (N/A),"9,679 ±2,920",03:44 (04:23)
611,Desert Law,3/25/2015,$1.24,N/A (N/A),"1,336 ±1,307",00:43 (00:47)
613,Mad Games Tycoon,1/5/2015,$8.99,N/A (N/A),"19,358 ±4,130",09:51 (07:29)
614,Roaming Fortress,11/20/2014,$10.99,N/A (N/A),"566 ±1,107",00:12 (00:12)
615,UFO Online,10/10/2014,Free,N/A (N/A),"1,131 ±1,566",00:10 (00:13)
616,Card Dungeon,6/2/2015,$9.99,N/A (N/A),"1,844 ±1,274",01:42 (02:19)
617,Jagged Alliance Gold,4/23/2014,$4.99,N/A (N/A),"13,136 ±3,402",05:00 (03:51)
619,Moonrise,5/27/2015,Free,N/A (N/A),"14,288 ±3,548",15:25 (04:02)
620,InnerCube,2/13/2015,$0.99,N/A (N/A),"4,609 ±2,015",00:44 (00:57)
623,Eufloria HD,10/14/2014,$5.99,N/A (N/A),"264,095 ±15,248",02:20 (00:23)
624,Freight Tycoon Inc.,4/3/2014,$0.99,N/A (N/A),"18,897 ±4,081",08:07 (01:48)
625,Geneforge 2,7/1/2003,$5.99,N/A (N/A),"75,357 ±8,148",16:40 (09:09)
626,Gratuitous Space Battles 2,4/16/2015,$18.74,N/A (N/A),"6,222 ±2,341",04:56 (02:24)
627,Zafehouse: Diaries,9/6/2013,$3.39,N/A (N/A),"40,329 ±5,961",05:33 (01:56)
628,King Arthur: Collection,5/24/2011,Free,N/A (N/A),"104,854 ±9,611",10:56 (01:44)
631,Spice Road,4/24/2014,$9.99,N/A (N/A),"7,605 ±2,589",05:28 (02:54)
632,Weather Lord: The Successor's Path,5/7/2015,$3.34,N/A (N/A),"566 ±1,107",00:00 (00:00)
633,Parcel,4/22/2015,$3.34,N/A (N/A),922 ±901,07:07 (06:19)
635,Enemy,3/17/2015,$9.89,N/A (N/A),"2,535 ±1,494",02:23 (02:19)
637,X-COM: Interceptor,9/4/2008,$2.49,N/A (N/A),"477,261 ±20,490",01:13 (00:14)
638,Chaos Reborn,12/9/2014,$19.99,N/A (N/A),"11,292 ±3,154",09:31 (00:51)
639,Uprising44: The Silent Shadows,4/18/2014,$5.99,N/A (N/A),"2,074 ±1,352",00:45 (00:35)
640,Band of Drones,3/25/2015,$7.99,N/A (N/A),"566 ±1,107",00:39 (00:39)
641,Frozen Hearth,12/19/2013,$8.99,N/A (N/A),"230,219 ±14,238",01:50 (01:15)
642,Sacraboar,11/6/2009,$8.99,N/A (N/A),"50,468 ±6,669",00:27 (00:13)
643,Vulture for NetHack,2/2/2015,$2,N/A (N/A),"6,913 ±2,468",03:54 (01:14)
644,911: First Responders,9/25/2014,$2.49,N/A (N/A),"12,444 ±3,311",17:46 (03:43)
645,Storm over the Pacific,6/13/2014,$2.49,N/A (N/A),"8,988 ±2,814",01:43 (01:48)
646,Strata,5/29/2014,$3.99,N/A (N/A),"8,066 ±2,666",06:04 (03:33)
648,Making History II: The War of the World,8/27/2010,$4.94,N/A (N/A),"28,345 ±4,998",18:42 (03:54)
649,Evolution II: Fighting for Survival,2/12/2015,$2.99,N/A (N/A),"1,844 ±1,274",00:44 (00:55)
651,Celestial Command,11/20/2014,$7.99,N/A (N/A),"2,004 ±1,600",02:43 (03:10)
652,Zoo Park,6/13/2014,$0.99,N/A (N/A),"45,399 ±6,325",02:26 (00:28)
653,Iron Sky Invasion,12/13/2012,$19.99,N/A (N/A),"63,604 ±7,486",01:38 (00:32)
654,Royal Defense,11/10/2014,$2.39,N/A (N/A),"18,206 ±4,005",03:56 (02:39)
655,Real Warfare 2: Northern Crusades,11/18/2011,$1.99,N/A (N/A),"37,333 ±5,736",01:14 (00:33)
656,Apollo4x,5/5/2015,$19.99,N/A (N/A),922 ±901,00:41 (00:13)
657,Hexcells Plus,2/19/2014,$0.89,N/A (N/A),"49,316 ±6,592",08:49 (05:59)
658,Maia,12/3/2013,$22.49,N/A (N/A),"29,958 ±5,138",03:04 (00:41)
660,Guild Commander,1/23/2015,$4.24,N/A (N/A),"2,338 ±1,729",02:00 (02:32)
661,Toast Time,8/27/2014,$2.49,N/A (N/A),"20,740 ±4,275",00:55 (00:43)
662,Agarest: Generations of War 2,2/19/2015,$11.99,N/A (N/A),"22,123 ±4,415",15:09 (02:59)
663,TownCraft,2/25/2015,$5.99,N/A (N/A),"10,601 ±3,056",06:21 (01:22)
664,Fieldrunners,5/24/2012,$2.49,N/A (N/A),"158,549 ±11,817",03:51 (00:49)
665,Making History: The Calm and the Storm Gold Edition,5/19/2015,$4.99,N/A (N/A),"2,535 ±1,494",02:57 (05:42)
666,Great Permutator,9/15/2014,$2.37,N/A (N/A),"25,810 ±4,769",01:36 (00:54)
667,SBX: Invasion,6/1/2015,$3.74,N/A (N/A),691 ±780,00:00 (00:00)
668,ZAMB! Biomutant Extermination,6/20/2014,$4.99,N/A (N/A),"2,535 ±1,494",00:48 (00:41)
669,Deadly Profits,5/29/2015,$1.49,N/A (N/A),"8,527 ±2,741",01:41 (02:10)
670,7th Legion,10/23/2014,$3.49,N/A (N/A),"10,140 ±2,989",00:20 (00:32)
671,Virus 14,1/29/2015,$6.99,N/A (N/A),"7,835 ±2,627",00:17 (00:29)
672,UFO: Aftershock,4/16/2014,$0.99,N/A (N/A),"43,555 ±6,195",08:09 (01:55)
673,Geneforge 4,11/1/2006,$5.99,N/A (N/A),"75,357 ±8,148",08:28 (04:59)
674,Pirate's Life,4/17/2015,$4.99,N/A (N/A),"1,844 ±1,274",02:45 (05:21)
676,Star Traders: 4X Empires,12/16/2014,$3.99,N/A (N/A),"4,609 ±2,015",02:40 (01:59)
677,BloodRealm: Battlegrounds,2/12/2015,Free,N/A (N/A),"129,973 ±10,700",02:08 (00:15)
678,Risk,6/10/2013,$4.99,N/A (N/A),"19,358 ±4,130",09:12 (03:10)
680,Crazy Machines Elements,2/10/2012,$4.99,N/A (N/A),"27,654 ±4,936",02:46 (00:37)
681,Luxor HD,5/11/2015,$3.39,N/A (N/A),"566 ±1,107",00:01 (00:01)
682,7 Wonders: Magical Mystery Tour,2/18/2014,$2.37,N/A (N/A),"2,996 ±1,625",11:26 (04:15)
683,Worms,10/19/2011,$1.99,N/A (N/A),"174,681 ±12,404",00:17 (00:05)
684,Winged Sakura: Mindy's Arc,11/7/2014,$7.49,N/A (N/A),"8,988 ±2,814",03:23 (01:51)
685,"Warhammer 40,000: Storm of Vengeance",4/3/2014,$1.49,N/A (N/A),"12,214 ±3,281",03:36 (02:16)
686,Massive Assault: Phantom Renaissance,11/4/2009,$9.99,N/A (N/A),"3,226 ±1,686",11:55 (19:28)
687,Survivalist,1/30/2015,$2.99,N/A (N/A),"52,312 ±6,789",09:53 (02:10)
688,Draconian Wars,8/28/2014,$1.49,N/A (N/A),"6,913 ±2,468",02:40 (02:46)
689,Triple Town,12/6/2012,$4.99,N/A (N/A),"48,625 ±6,546",19:47 (04:59)
690,Trackday Manager,5/27/2015,$19.99,N/A (N/A),"1,002 ±1,131",13:38 (15:16)
691,Imagine Earth,5/20/2014,$17.99,N/A (N/A),"1,336 ±1,307",01:14 (01:42)
692,Ironcast,3/26/2015,$9.74,N/A (N/A),"17,284 ±3,903",09:53 (07:11)
694,Space Station Alpha,2/27/2015,$5.99,N/A (N/A),"11,292 ±3,154",08:50 (08:14)
695,Jagged Alliance 2 Gold: Unfinished Business,7/6/2006,$3.99,N/A (N/A),"51,390 ±6,729",03:01 (00:13)
696,TOTM,2/3/2015,$7.99,N/A (N/A),"3,339 ±2,066",00:13 (00:13)
697,Ballad of Solar,5/22/2014,$1.74,N/A (N/A),"2,304 ±1,425",04:00 (03:19)
698,Nethergate: Resurrection,10/5/2012,$1.49,N/A (N/A),"43,555 ±6,195",02:33 (00:20)
699,Viking Brothers,4/23/2014,$2.49,N/A (N/A),"1,002 ±1,131",28:06 (26:02)
700,Finders,4/9/2015,$2.99,N/A (N/A),"2,304 ±1,425",05:43 (10:26)
701,Alpha Kimori™ Episode One,3/17/2014,$6.99,N/A (N/A),"52,082 ±6,774",02:12 (01:45)
702,Ironclads: Anglo Russian War 1866,6/21/2011,$1.99,N/A (N/A),"35,489 ±5,592",00:35 (00:19)
703,16 Bit Arena,3/24/2015,Free,N/A (N/A),"43,785 ±6,211",00:01 (00:01)
704,Lords of the Black Sun,9/12/2014,$7.49,N/A (N/A),"18,436 ±4,031",02:20 (01:21)
705,Wildlife Park 2 - Marine World,7/17/2014,$2.79,N/A (N/A),"16,131 ±3,770",01:34 (00:20)
706,Undead Overlord,7/18/2014,$14.99,N/A (N/A),"2,996 ±1,625",01:28 (00:53)
707,Basement,4/30/2015,$8.99,N/A (N/A),"12,444 ±3,311",01:54 (01:20)
708,Pro Rugby Manager 2015,9/18/2014,$1.99,N/A (N/A),"8,066 ±2,666",26:04 (15:42)
710,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,1/22/2015,$29.99,N/A (N/A),"1,131 ±1,566",00:39 (00:39)
712,Uncharted Waters Online: Gran Atlas,10/3/2014,Free,N/A (N/A),"162,236 ±11,954",09:19 (00:27)
713,iBomber Defense Pacific,3/1/2012,$4.99,N/A (N/A),"218,927 ±13,885",04:21 (00:52)
714,Close Combat : Panthers in the Fog,5/14/2015,$39.99,N/A (N/A),"1,152 ±1,007",09:24 (11:53)
716,Star Ruler,9/20/2010,$4.94,N/A (N/A),"152,557 ±11,592",12:27 (01:33)
718,Predestination,2/4/2015,$29.99,N/A (N/A),"3,005 ±1,960",01:06 (01:01)
719,Small World 2,12/11/2013,$1.99,N/A (N/A),"131,126 ±10,747",05:22 (01:14)
720,Commando Jack,8/22/2014,$1.49,N/A (N/A),"195,421 ±13,119",00:17 (00:08)
721,16bit Trader,6/4/2015,$1.49,N/A (N/A),668 ±924,01:24 (01:24)
722,Showtime!,5/23/2014,$3.99,N/A (N/A),"21,893 ±4,392",05:08 (02:22)
723,Inside a Star-filled Sky,5/14/2011,$7.99,N/A (N/A),"18,436 ±4,031",00:58 (00:27)
724,R.O.O.T.S,4/1/2015,$2.24,N/A (N/A),"6,453 ±2,384",02:05 (01:01)
726,Star Wolves 3: Civil War,3/2/2010,$1.99,N/A (N/A),"111,077 ±9,892",06:27 (01:57)
727,Ascent - The Space Game,2/27/2015,$15.99,N/A (N/A),"4,379 ±1,964",35:11 (28:50)
730,Marauder,4/4/2014,$2.99,N/A (N/A),"13,366 ±3,432",06:37 (03:02)
731,Galcon Legends,1/13/2014,$7.49,N/A (N/A),"108,311 ±9,768",02:30 (01:45)
732,Casino Inc,4/17/2015,$5.99,N/A (N/A),"1,152 ±1,007",02:50 (02:22)
