#,Game,Release date,Price,Userscore (Metascore),Owners,Playtime (Median)
862,Deadbreed�,7/1/2014,Free,63% (N/A),"309,494 ±16,506",02:29 (01:58)
494,Gems of War,11/20/2014,Free,62% (N/A),"119,373 ±10,255",25:35 (02:42)
552,Omerta - City of Gangsters,1/31/2013,$4.99,62% (N/A),"255,799 ±15,007",13:30 (05:16)
801,Krater,6/12/2012,$7.49,61% (N/A),"200,030 ±13,272",04:01 (02:02)
473,Caribbean!,2/20/2015,$11.99,60% (N/A),"50,699 ±6,684",12:24 (03:02)
247,Cities in Motion 2,4/2/2013,$4.99,59% (72%),"595,942 ±22,890",10:46 (01:11)
363,A Virus Named TOM,8/1/2012,$3.99,57% (65%),"385,081 ±18,408",01:40 (00:55)
362,Heroes of Might & Magic III - HD Edition,1/28/2015,$8.99,55% (65%),"188,508 ±12,885",18:40 (05:05)
821,Jagged Alliance Flashback,10/21/2014,$9.99,55% (N/A),"23,506 ±4,551",09:43 (03:04)
1131,Warmachine Tactics,11/20/2014,Free,55% (N/A),"66,369 ±7,647",04:53 (01:14)
588,Dungeon Defenders Eternity,7/22/2014,$19.99,54% (N/A),"124,904 ±10,489",21:44 (06:33)
73,Sid Meier's Civilization: Beyond Earth,10/23/2014,$19.99,52% (81%),"988,397 ±29,455",34:42 (16:36)
327,Operation Flashpoint: Red River,6/6/2011,$2.49,52% (67%),"455,829 ±20,025",04:34 (00:48)
1058,King��s Bounty: Legions,12/10/2013,Free,52% (N/A),"147,257 ±11,389",34:48 (01:05)
460,Divine Souls,8/15/2014,Free,51% (N/A),"365,032 ±17,924",00:55 (00:13)
145,Might & Magic: Heroes VI,10/13/2011,$11.99,50% (77%),"581,654 ±22,615",48:55 (15:22)
793,Navy Field 2 : Conqueror of the Ocean,3/5/2015,Free,48% (N/A),"378,167 ±18,243",03:45 (00:19)
388,StarDrive,4/26/2013,$7.49,46% (61%),"186,434 ±12,814",15:09 (03:30)
354,Sid Meier's Starships,3/12/2015,$10.04,44% (65%),"101,398 ±9,451",08:42 (03:05)
523,Carrier Command: Gaea Mission,9/28/2012,$6.59,43% (N/A),"222,153 ±13,987",12:06 (01:48)
630,Castle Story,9/23/2013,$16.99,43% (N/A),"170,302 ±12,247",07:47 (02:31)
822,Spartans Vs Zombies Defense,1/6/2015,Free,42% (N/A),"89,875 ±8,898",01:20 (00:26)
396,Magic 2015,7/16/2014,$6.69,41% (60%),"249,346 ±14,817",31:25 (10:35)
756,Total War Battles: KINGDOM,4/9/2015,Free,40% (N/A),"256,260 ±15,021",06:18 (00:38)
443,Takedown: Red Sabre,2/10/2014,$4.99,37% (34%),"234,828 ±14,380",02:40 (00:54)
711,Godus,9/13/2013,$7.99,36% (N/A),"272,622 ±15,492",19:06 (06:51)
758,Stronghold 3,5/25/2012,$7.49,31% (N/A),"660,007 ±24,086",10:21 (03:50)
966,Towns,11/7/2012,$4.94,31% (N/A),"190,812 ±12,963",22:10 (03:04)
571,StarForge,9/22/2014,$4.99,25% (N/A),"309,263 ±16,500",03:57 (01:17)
369,Command and Conquer 4: Tiberian Twilight,3/16/2010,$9.99,24% (64%),"248,194 ±14,783",07:05 (02:26)
433,Spacebase DF-9,10/27/2014,$4.99,24% (49%),"133,200 ±10,832",07:33 (03:34)
413,Guardians of Middle-earth,8/29/2013,$9.99,22% (56%),"600,321 ±22,974",02:13 (01:04)
2,Out of the Park Baseball 16,3/23/2015,$29.99,N/A (93%),"6,222 ±2,341",60:25 (65:59)
11,Freedom Force,5/29/2009,$3.74,N/A (90%),"162,928 ±11,979",03:08 (00:42)
12,World in Conflict,12/4/2008,$5.99,N/A (89%),"150,253 ±11,504",04:40 (01:10)
14,Railroad Tycoon 2: Platinum,5/4/2007,$2.49,N/A (89%),"146,566 ±11,362",21:38 (02:25)
23,Sins of a Solar Empire�: Trinity,11/16/2011,$9.99,N/A (87%),"175,833 ±12,444",15:24 (06:41)
24,Company of Heroes: Opposing Fronts,9/27/2007,$9.99,N/A (87%),"1,991,313 ±41,721",13:56 (01:14)
25,Kohan: Immortal Sovereigns,8/24/2011,$9.99,N/A (87%),"15,671 ±3,716",02:58 (01:04)
27,Age of Wonders 2,10/1/2010,$4.99,N/A (86%),"61,069 ±7,335",19:24 (00:46)
35,Unity of Command,10/17/2012,$2.99,N/A (84%),"66,600 ±7,660",21:10 (02:37)
36,Sid Meier's Civilization IV: Warlords,4/6/2007,$1.24,N/A (84%),"950,834 ±28,892",09:08 (01:15)
38,Darwinia,7/14/2005,$1.49,N/A (84%),"555,153 ±22,095",02:03 (00:18)
46,Silent Storm,10/2/2013,$4.99,N/A (83%),"48,394 ±6,530",08:07 (01:49)
49,Mr. Robot,11/3/2008,$9.99,N/A (83%),"33,185 ±5,408",03:11 (00:50)
50,Galactic Civilizations� I: Ultimate Edition,8/14/2012,$4.99,N/A (83%),"104,624 ±9,601",03:23 (00:27)
52,Hearts of Iron II: Complete,1/23/2009,$2.99,N/A (83%),"62,452 ±7,418",39:24 (02:56)
54,Frozen Synapse Prime,11/14/2014,$4.99,N/A (83%),"54,617 ±6,937",02:01 (01:44)
55,Vietnam ‘65,3/5/2015,$9.99,N/A (82%),"2,535 ±1,494",05:08 (08:12)
56,The Guild Gold Edition,9/9/2014,$1.99,N/A (82%),"36,411 ±5,664",05:03 (02:02)
58,Dangerous Waters,2/7/2006,$2.99,N/A (82%),"42,633 ±6,129",08:44 (00:51)
61,Dawn of Discovery,6/23/2009,$5.99,N/A (82%),"39,868 ±5,927",39:28 (21:10)
62,Avadon 2: The Corruption,10/30/2013,$2.99,N/A (82%),"51,390 ±6,729",14:27 (02:21)
63,Fallout Tactics,8/19/2009,$4.99,N/A (82%),"471,499 ±20,366",09:08 (00:43)
64,Dominions 3,9/10/2013,$9.99,N/A (82%),"11,983 ±3,249",10:27 (01:55)
69,Age of Wonders: Shadow Magic,10/1/2010,$4.99,N/A (82%),"96,558 ±9,223",19:42 (05:44)
72,Vessel,3/1/2012,$5.24,N/A (81%),"329,082 ±17,019",02:40 (00:39)
74,Distant Worlds: Universe,5/23/2014,$39.59,N/A (81%),"30,419 ±5,177",46:22 (13:05)
79,Darkest Hour: A Hearts of Iron Game,4/8/2011,$1.99,N/A (81%),"98,863 ±9,333",44:24 (04:40)
80,Kohan II: Kings of War,8/24/2011,$9.99,N/A (81%),"19,588 ±4,155",11:56 (02:45)
84,Order of Battle : Pacific,4/30/2015,$39.99,N/A (81%),"3,457 ±1,745",36:16 (91:21)
88,Eets,3/29/2006,$4.99,N/A (81%),"224,688 ±14,066",00:50 (00:10)
91,The Corporate Machine,3/25/2015,$4.99,N/A (80%),"1,383 ±1,103",03:18 (02:12)
92,Icewind Dale: Enhanced Edition,10/30/2014,$9.99,N/A (80%),"47,703 ±6,483",22:45 (13:29)
93,Railroad Tycoon 3,5/4/2007,$4.99,N/A (80%),"108,772 ±9,789",21:46 (03:00)
94,Hostile Waters: Antaeus Rising,1/30/2014,$1.49,N/A (80%),"71,900 ±7,959",00:24 (00:01)
96,Panzer Corps,3/12/2014,$14.99,N/A (80%),"29,728 ±5,118",89:35 (21:12)
101,Robin Hood,8/26/2011,$1.99,N/A (80%),"79,275 ±8,357",02:05 (00:27)
108,Full Spectrum Warrior,7/17/2007,$4.99,N/A (80%),"100,476 ±9,408",00:46 (00:14)
110,Depths of Peril,11/23/2010,$3.99,N/A (79%),"38,715 ±5,841",04:12 (00:58)
111,Kohan: Ahriman's Gift,8/24/2011,$9.99,N/A (79%),"14,979 ±3,633",18:52 (06:34)
112,Weird Worlds: Return to Infinite Space,3/19/2013,$4.99,N/A (79%),"285,527 ±15,854",01:09 (00:08)
115,The Settlers 7: Paths to a Kingdom - Gold Edition,3/10/2011,$11.99,N/A (79%),"121,216 ±10,334",21:20 (07:01)
117,Rome: Total War - Alexander,8/28/2007,$2.49,N/A (79%),"468,504 ±20,301",04:46 (00:52)
120,Space Empires IV Deluxe,2/7/2006,$1.99,N/A (79%),"59,686 ±7,252",10:51 (01:17)
122,Europa Universalis: Rome - Gold Edition,12/18/2008,$2.49,N/A (79%),"67,752 ±7,726",20:53 (02:33)
123,Earth 2150 Trilogy,11/1/2013,$6.99,N/A (78%),"82,040 ±8,502",02:16 (00:09)
124,Battle Academy 2: Eastern Front,9/12/2014,$35.99,N/A (78%),691 ±780,77:01 (51:20)
125,So Many Me,7/17/2014,$4.94,N/A (78%),"2,996 ±1,625",03:14 (01:46)
126,Crazy Machines,12/12/2008,$2.49,N/A (78%),"38,255 ±5,806",02:50 (00:36)
127,Crazy Machines 1.5 New from the Lab,12/12/2008,$2.49,N/A (78%),"37,102 ±5,718",02:37 (01:06)
128,Avernum 2: Crystal Souls,1/14/2015,$13.49,N/A (78%),"4,379 ±1,964",22:30 (20:43)
131,Etherlords II,2/13/2014,$1.49,N/A (78%),"51,851 ±6,759",07:56 (01:19)
132,Frozen Cortex,2/19/2015,$16.74,N/A (78%),"14,518 ±3,577",06:21 (04:59)
133,Fallen Enchantress,10/23/2012,$4.99,N/A (78%),"97,250 ±9,256",33:32 (11:23)
135,Desperados - Wanted Dead or Alive,11/20/2013,$2.49,N/A (78%),"58,995 ±7,210",05:30 (00:40)
136,King's Bounty: Crossworlds,9/17/2010,$2.99,N/A (78%),"244,968 ±14,686",21:11 (03:17)
137,Crazy Machines 1.5,12/12/2008,$2.49,N/A (78%),"1,670 ±1,461",00:00 (00:00)
140,Crazy Machines 1.5 Inventors Training Camp,12/12/2008,$2.49,N/A (78%),"37,102 ±5,718",01:01 (01:00)
143,Praetorians,4/11/2014,$0.49,N/A (78%),"45,399 ±6,325",02:11 (00:11)
144,Command and Conquer 3: Kane's Wrath,11/13/2009,$9.99,N/A (77%),"161,084 ±11,911",18:31 (07:13)
146,Nexus: The Jupiter Incident,7/3/2007,$3.99,N/A (77%),"54,617 ±6,937",13:05 (04:18)
149,Etherlords,2/13/2014,$1.49,N/A (77%),"44,707 ±6,276",00:41 (00:11)
153,Men of War: Red Tide,11/1/2009,$0.99,N/A (77%),"223,075 ±14,015",09:54 (00:57)
156,Soldiers: Heroes of World War II,7/3/2014,$1.24,N/A (77%),"44,016 ±6,228",05:50 (00:43)
158,Heroes of Might & Magic V,5/13/2008,$5.99,N/A (77%),"257,182 ±15,048",20:37 (04:42)
162,Anomaly 2,5/15/2013,$5.99,N/A (77%),"250,729 ±14,858",02:18 (01:01)
164,Perimeter,4/3/2014,$0.99,N/A (77%),"25,119 ±4,705",01:29 (01:14)
165,Massive Assault,11/4/2009,$9.99,N/A (77%),"2,672 ±1,848",00:41 (00:29)
166,MoonBase Commander,2/6/2014,$2.03,N/A (77%),"6,453 ±2,384",01:22 (01:09)
168,Knights of Honor,2/4/2009,$2.49,N/A (77%),"59,686 ±7,252",14:26 (04:54)
169,rymdkapsel,1/30/2014,$3.19,N/A (77%),"10,831 ±3,089",03:01 (02:40)
171,RISK Factions,3/8/2011,$4.99,N/A (77%),"47,473 ±6,468",11:31 (04:23)
172,Avernum: Escape From the Pit,4/11/2012,$2.99,N/A (76%),"75,587 ±8,161",17:09 (03:22)
174,Greed Corp,12/10/2010,$4.99,N/A (76%),"264,095 ±15,248",02:54 (01:14)
178,GoD Factory: Wingmen,8/29/2014,$9.99,N/A (76%),"38,255 ±5,806",03:38 (01:56)
179,Overture,2/2/2015,$2.49,N/A (76%),"14,288 ±3,548",06:15 (02:45)
181,Demigod,12/14/2011,$4.99,N/A (76%),"196,573 ±13,157",05:09 (01:42)
182,American Conquest,8/26/2011,$2.49,N/A (76%),"70,978 ±7,908",04:37 (00:57)
185,Sword of the Stars,6/4/2010,$2.49,N/A (75%),"19,358 ±4,130",57:27 (14:59)
189,Cubetractor,5/29/2013,$1.99,N/A (75%),"132,508 ±10,804",00:36 (00:14)
195,Space Colony,4/30/2015,$13.49,N/A (75%),"7,835 ±2,627",04:55 (03:39)
196,Iron Brigade,8/13/2012,$5.09,N/A (75%),"107,620 ±9,737",06:54 (03:00)
198,Sol Survivor,3/15/2010,$4.99,N/A (75%),"80,196 ±8,406",17:40 (04:05)
199,Port Royale 2,6/16/2009,$0.99,N/A (75%),"69,596 ±7,831",11:47 (02:10)
201,Patrician III,11/18/2010,$1.24,N/A (75%),"110,385 ±9,861",05:11 (00:32)
203,Sword of the Stars Complete Collection,6/4/2010,$2.49,N/A (75%),"109,233 ±9,810",29:00 (04:30)
206,Blackguards 2,1/20/2015,$8.24,N/A (74%),"22,354 ±4,438",12:31 (06:55)
207,King's Bounty: Warriors of the North,10/25/2012,$2.99,N/A (74%),"141,957 ±11,182",62:21 (21:08)
209,Cossacks: European Wars,8/26/2011,$2.49,N/A (74%),"68,213 ±7,753",15:08 (00:43)
210,The Masterplan,6/4/2015,$14.99,N/A (74%),"9,909 ±2,955",03:21 (01:55)
214,Cubemen,3/16/2012,$2.39,N/A (74%),"177,676 ±12,509",01:41 (00:44)
217,AirBuccaneers,,Free,N/A (74%),"130,665 ±10,729",02:24 (01:21)
218,Convoy,4/21/2015,$13.49,N/A (74%),"12,905 ±3,372",09:57 (07:00)
219,MASSIVE CHALICE,6/1/2015,$13.39,N/A (74%),"56,230 ±7,039",09:41 (02:12)
220,Cossacks: Art of War,8/26/2011,$2.49,N/A (74%),"52,082 ±6,774",34:16 (00:50)
221,Stellar Impact,4/12/2012,$9.99,N/A (74%),"105,546 ±9,643",06:25 (01:54)
223,Dungeon Hearts,3/28/2013,$0.74,N/A (73%),"87,340 ±8,772",02:10 (01:09)
225,Fieldrunners 2,1/10/2013,$4.99,N/A (73%),"124,212 ±10,460",12:23 (03:46)
226,Ceville,2/27/2009,$2.49,N/A (73%),"29,498 ±5,098",05:04 (01:38)
229,Crusader Kings Complete,2/14/2012,$2.49,N/A (73%),"81,118 ±8,454",06:15 (00:44)
230,Warrior Kings,4/24/2014,$1.99,N/A (73%),"10,140 ±2,989",11:49 (05:07)
232,Unstoppable Gorg,1/19/2012,$0.99,N/A (73%),"69,596 ±7,831",02:27 (00:49)
233,Warlock 2: the Exiled,4/10/2014,$4.99,N/A (73%),"58,304 ±7,167",24:07 (08:44)
235,Cossacks II: Napoleonic Wars,8/26/2011,$2.49,N/A (73%),"69,826 ±7,844",03:42 (01:02)
240,King's Bounty: Dark Side,8/19/2014,$3.19,N/A (73%),"61,300 ±7,349",59:21 (28:26)
241,Worms Blast,10/19/2011,$1.99,N/A (73%),"354,431 ±17,662",00:19 (00:05)
242,Earth 2160,4/1/2006,$4.99,N/A (73%),"113,381 ±9,994",05:20 (01:58)
244,DUNGEONS - The Dark Lord (Steam Special Edition),9/27/2011,$4.99,N/A (72%),"130,665 ±10,729",03:27 (00:58)
245,Perimeter: Emperor's Testament,5/22/2014,$0.99,N/A (72%),"9,218 ±2,850",03:24 (04:49)
246,PixelJunk™ Monsters Ultimate,8/26/2013,$1.99,N/A (72%),"159,701 ±11,860",06:50 (02:49)
248,MouseCraft,7/8/2014,$4.49,N/A (72%),"12,444 ±3,311",02:19 (01:20)
249,Aarklash: Legacy,9/12/2013,$4.99,N/A (72%),"31,341 ±5,255",06:13 (03:34)
250,Space Hulk Ascension,11/12/2014,$14.99,N/A (72%),"31,341 ±5,255",15:39 (03:22)
251,X2: The Threat,7/21/2006,$2.49,N/A (72%),"211,553 ±13,649",12:45 (00:33)
252,Skulls of the Shogun,7/29/2013,$9.99,N/A (72%),"176,063 ±12,453",04:28 (01:49)
253,Grand Ages: Rome,3/20/2009,$2.49,N/A (72%),"145,644 ±11,326",10:23 (03:21)
254,Majesty 2,9/17/2009,$2.49,N/A (72%),"94,023 ±9,101",21:03 (07:26)
257,Crazy Machines 2,5/29/2015,$3.74,N/A (72%),"129,973 ±10,700",02:54 (00:54)
258,Flotilla,4/1/2010,$4.99,N/A (72%),"91,949 ±9,000",02:30 (00:25)
259,Lords of Xulima,11/14/2014,$12.99,N/A (72%),"23,275 ±4,529",38:27 (09:34)
260,Massive Assault Network 2,11/4/2009,$14.99,N/A (72%),"3,457 ±1,745",21:04 (00:37)
261,The Last Federation,4/18/2014,$4.99,N/A (72%),"42,172 ±6,096",05:57 (02:54)
262,Gratuitous Space Battles,11/16/2009,$14.99,N/A (72%),"531,877 ±21,628",05:57 (01:32)
264,World War III: Black Gold,9/27/2013,$4.99,N/A (71%),"38,255 ±5,806",01:04 (00:22)
265,Elven Legacy,4/7/2009,$1.24,N/A (71%),"67,291 ±7,700",11:52 (01:01)
266,To End All Wars,8/29/2014,$35.99,N/A (71%),"2,765 ±1,561",38:16 (42:54)
267,Dungeons 2,4/24/2015,$26.79,N/A (71%),"32,032 ±5,313",14:45 (09:33)
268,Battle Worlds: Kronos,11/4/2013,$19.99,N/A (71%),"20,049 ±4,203",10:43 (01:31)
270,March of the Eagles,2/18/2013,$4.99,N/A (71%),"67,061 ±7,687",15:17 (01:49)
271,UFO: Afterlight,1/6/2014,$1.39,N/A (71%),"275,848 ±15,584",04:27 (00:14)
273,The Kings' Crusade,10/8/2010,$2.49,N/A (71%),"67,752 ±7,726",08:02 (02:26)
274,Bionic Dues,10/8/2013,$2.99,N/A (71%),"58,534 ±7,182",03:00 (01:19)
275,X3: Reunion,7/21/2006,$4.99,N/A (71%),"335,304 ±17,179",12:38 (00:39)
276,Pride of Nations,6/7/2011,$9.99,N/A (70%),"21,662 ±4,369",15:35 (03:47)
278,Bravada,8/22/2014,$9.99,N/A (70%),"4,379 ±1,964",02:45 (02:46)
279,Anomaly Defenders,5/29/2014,$4.99,N/A (70%),"23,736 ±4,573",06:02 (05:08)
280,Thrillville: Off the Rails,7/8/2009,$6.69,N/A (70%),"6,453 ±2,384",10:05 (06:14)
281,Full Spectrum Warrior: Ten Hammers,7/17/2007,$4.99,N/A (70%),"97,250 ±9,256",01:05 (00:17)
283,Heroes of Might & Magic V: Tribes of the East,10/10/2008,$5.99,N/A (70%),"196,573 ±13,157",38:33 (07:24)
284,Sengoku,9/15/2011,$2.49,N/A (70%),"101,167 ±9,441",04:40 (01:14)
286,Fate of the World,2/28/2011,$9.99,N/A (70%),"71,439 ±7,934",03:55 (01:10)
287,Vertex Dispenser,6/10/2011,$9.99,N/A (70%),"37,333 ±5,736",00:53 (00:19)
289,A Druid's Duel,2/25/2015,$5.49,N/A (70%),"17,975 ±3,980",02:24 (01:56)
290,Crowntakers,11/7/2014,$7.49,N/A (70%),"5,070 ±2,113",06:19 (04:26)
291,Making History: The Calm & The Storm,3/13/2007,$0.74,N/A (70%),"60,147 ±7,280",10:25 (02:02)
292,Panzer Tactics HD,5/22/2014,$4.99,N/A (69%),"21,893 ±4,392",18:49 (03:41)
294,Qvadriga,6/13/2014,$9.99,N/A (69%),"8,757 ±2,778",75:24 (02:25)
295,Order of War,9/17/2009,$1.99,N/A (69%),"164,310 ±12,030",13:51 (02:40)
296,Imperial Glory,4/11/2014,$0.49,N/A (69%),"54,156 ±6,908",05:41 (01:22)
298,Ironclad Tactics,9/18/2013,$7.49,N/A (69%),"73,513 ±8,048",05:28 (02:20)
299,Basketball Pro Management 2015,11/19/2014,$6.24,N/A (69%),"2,074 ±1,352",09:07 (02:36)
300,Gratuitous Tank Battles,5/17/2012,$2.49,N/A (69%),"62,682 ±7,432",03:25 (00:38)
301,Cossacks II: Battle for Europe,8/26/2011,$2.49,N/A (69%),"69,135 ±7,805",15:35 (02:55)
302,Freaking Meatbags,2/4/2015,$6.69,N/A (69%),"28,806 ±5,038",00:42 (00:35)
303,Check vs. Mate,8/16/2012,$4.99,N/A (69%),"12,675 ±3,342",04:32 (01:54)
304,"Warhammer 40,000: Armageddon",11/26/2014,$39.99,N/A (68%),"13,366 ±3,432",19:50 (09:41)
305,Elven Legacy: Ranger,10/20/2009,$1.24,N/A (68%),"47,242 ±6,452",03:45 (00:22)
308,Space Empires V,10/16/2006,$2.99,N/A (68%),"60,147 ±7,280",27:24 (01:52)
310,A Valley Without Wind 2,2/18/2013,$3.74,N/A (68%),"190,812 ±12,963",00:56 (00:16)
311,Men of War: Vietnam,9/8/2011,$1.99,N/A (68%),"126,056 ±10,538",06:14 (01:24)
313,Joint Task Force,3/27/2007,$3.99,N/A (68%),"27,654 ±4,936",09:39 (02:11)
314,Tom Clancy's EndWar,2/25/2009,$5.99,N/A (68%),"49,777 ±6,623",06:31 (01:58)
315,SPACECOM,9/17/2014,$4.99,N/A (68%),"6,913 ±2,468",02:16 (01:58)
316,Commander: Conquest of the Americas,7/30/2010,$1.99,N/A (68%),"76,970 ±8,235",28:09 (03:11)
317,Galcon Fusion,2/11/2010,$9.99,N/A (68%),"171,685 ±12,297",05:11 (00:36)
318,Shad'O,9/4/2012,$4.99,N/A (68%),"28,115 ±4,977",01:46 (01:22)
320,Cubemen 2,4/8/2013,$4.79,N/A (68%),"83,423 ±8,573",02:02 (01:35)
321,UFO: Extraterrestrials Gold,2/17/2010,$9.99,N/A (68%),"75,818 ±8,173",21:14 (05:55)
324,X: Beyond the Frontier,10/8/2010,$2.49,N/A (67%),"189,890 ±12,932",04:34 (00:32)
325,Oil Rush,1/25/2012,$9.99,N/A (67%),"352,357 ±17,610",01:30 (00:19)
326,Pacific Storm,6/24/2008,$1.59,N/A (67%),"47,933 ±6,499",00:55 (00:24)
328,Shattered Union,10/25/2006,$2.49,N/A (67%),"46,090 ±6,373",02:54 (00:19)
332,Faces of War,4/16/2014,$1.24,N/A (67%),"36,181 ±5,646",06:31 (02:35)
333,CivCity: Rome,4/6/2007,$4.99,N/A (67%),"58,765 ±7,196",10:59 (04:18)
334,Fantasy Wars,8/6/2010,$1.39,N/A (67%),"59,225 ±7,224",10:25 (01:05)
335,The Settlers: Rise of an Empire Gold Edition,10/10/2008,$11.99,N/A (66%),"29,498 ±5,098",20:55 (07:39)
336,Rise of Venice,9/27/2013,$6.24,N/A (66%),"58,995 ±7,210",12:37 (03:12)
337,Heroes of Might & Magic V: Hammers of Fate,10/10/2008,$5.99,N/A (66%),"176,524 ±12,469",08:43 (00:45)
338,Armada 2526 Gold Edition,2/28/2013,$4.99,N/A (66%),"17,284 ±3,903",20:36 (03:56)
339,Flockers,9/19/2014,$4.99,N/A (66%),"19,127 ±4,105",01:25 (00:31)
341,American Conquest - Fight Back,8/26/2011,$2.49,N/A (66%),"60,378 ±7,294",05:30 (01:02)
342,Patrician IV: Steam Special Edition,9/17/2010,$4.99,N/A (66%),"153,940 ±11,644",12:25 (02:05)
344,Light of Altair,6/4/2009,$14.99,N/A (66%),"23,275 ±4,529",08:05 (03:20)
345,King Arthur II - The Role-playing Wargame,1/27/2012,$2.49,N/A (66%),"149,331 ±11,469",10:30 (01:37)
346,Armada 2526,4/8/2011,$3.74,N/A (66%),"16,131 ±3,770",05:59 (02:23)
347,Battleplan: American Civil War,7/4/2014,$3.39,N/A (66%),"24,658 ±4,661",01:15 (01:16)
348,Theatre of War,7/9/2010,$1.24,N/A (66%),"80,888 ±8,442",02:43 (00:49)
349,The Witcher Adventure Game,11/27/2014,$3.99,N/A (66%),"41,942 ±6,079",04:44 (01:33)
350,Supreme Ruler 2020: Gold,7/9/2009,$3.29,N/A (65%),"47,933 ±6,499",57:36 (06:15)
351,"War, the Game",1/12/2015,$3.99,N/A (65%),"25,580 ±4,748",03:44 (03:23)
352,X-COM: Enforcer,9/4/2008,$2.49,N/A (65%),"474,034 ±20,420",00:40 (00:15)
353,Helldorado,4/30/2009,$7.49,N/A (65%),"30,650 ±5,197",02:27 (00:31)
355,Grotesque Tactics: Evil Heroes,10/15/2010,$3.49,N/A (65%),"136,887 ±10,981",04:08 (01:07)
356,Hinterland,9/30/2008,$9.99,N/A (65%),"34,337 ±5,501",06:24 (03:15)
357,Heroes of Annihilated Empires,11/22/2006,$4.49,N/A (65%),"35,028 ±5,556",09:22 (03:32)
358,Sword of the Stars II: Enhanced Edition,11/30/2012,$4.99,N/A (65%),"150,483 ±11,513",22:35 (01:49)
359,FLOCK!,4/7/2009,$0.99,N/A (65%),"26,732 ±4,853",01:04 (00:26)
364,DUNGEONS - Steam Special Edition,2/10/2011,$7.49,N/A (65%),"170,302 ±12,247",08:11 (02:19)
365,Red Faction II,8/6/2009,$4.99,N/A (64%),"439,006 ±19,653",01:51 (00:16)
367,Skyward Collapse,5/23/2013,$1.99,N/A (64%),"97,941 ±9,289",02:17 (01:15)
368,Naval War: Arctic Circle,4/10/2012,$4.99,N/A (64%),"61,069 ±7,335",08:42 (01:04)
371,Restaurant Empire II,5/27/2009,$4.99,N/A (64%),"43,324 ±6,179",18:42 (02:08)
372,Warrior Kings: Battles,5/6/2014,$1.99,N/A (64%),"7,144 ±2,509",09:13 (04:54)
373,Supreme Ruler Cold War,7/29/2011,$2.49,N/A (63%),"26,963 ±4,874",22:25 (06:21)
374,The Guild II - Pirates of the European Seas,6/24/2010,$1.99,N/A (63%),"197,495 ±13,188",06:50 (01:23)
375,Disciples III: Resurrection,10/11/2011,$4.99,N/A (63%),"127,669 ±10,605",09:18 (01:41)
376,Rulers of Nations,7/16/2014,$19.99,N/A (63%),"8,757 ±2,778",12:19 (15:20)
377,Defense Technica,10/24/2013,$3.74,N/A (63%),"19,358 ±4,130",04:33 (02:27)
378,Theatre of War 2: Africa 1943,7/9/2010,$2.49,N/A (63%),"82,731 ±8,538",05:31 (00:42)
379,Jagged Alliance: Crossfire,8/24/2012,$4.99,N/A (63%),"109,003 ±9,799",21:18 (03:18)
381,Sneaky Sneaky,11/12/2014,$3.49,N/A (63%),"2,996 ±1,625",04:48 (06:39)
383,Chess 2: The Sequel,8/19/2014,$4,N/A (62%),"10,831 ±3,089",48:05 (00:24)
384,Buzz Aldrin's Space Program Manager,10/31/2014,$19.79,N/A (62%),"7,144 ±2,509",10:35 (07:40)
386,Redshirt,11/13/2013,$2.49,N/A (62%),"51,621 ±6,744",04:06 (01:37)
387,The Guild II,6/24/2010,$1.99,N/A (61%),"401,212 ±18,789",05:08 (01:05)
389,World War II: Panzer Claws,9/27/2013,$4.99,N/A (61%),"26,502 ±4,832",00:23 (00:17)
390,Signal Ops,11/18/2013,$2.99,N/A (61%),"8,527 ±2,741",03:47 (01:25)
391,Reign: Conflict of Nations,7/12/2010,$0.99,N/A (60%),"57,382 ±7,111",03:56 (00:24)
392,Cossacks: Back to War,9/2/2010,$2.49,N/A (60%),"101,167 ±9,441",17:00 (05:48)
393,Rigonauts,8/7/2012,$1.99,N/A (60%),"21,893 ±4,392",01:50 (01:01)
394,A Game of Dwarves,10/23/2012,$2.49,N/A (60%),"98,863 ±9,333",12:05 (05:49)
395,Pacific Storm: Allies,8/18/2008,$1.59,N/A (60%),"50,238 ±6,653",04:40 (01:06)
397,Total War Battles: SHOGUN,8/29/2012,$2.49,N/A (59%),"158,319 ±11,809",02:56 (00:41)
401,Horizon,2/6/2014,$7.49,N/A (58%),"76,048 ±8,186",13:59 (01:40)
402,The Castle Doctrine,1/29/2014,$15.99,N/A (58%),"15,671 ±3,716",04:59 (00:49)
403,VoidExpanse,4/2/2015,$11.24,N/A (58%),"13,136 ±3,402",13:12 (04:40)
404,Defenders of Ardania,3/14/2012,$1.99,N/A (58%),"41,250 ±6,029",02:19 (00:53)
405,The Settlers: Heritage of Kings,7/22/2008,$5.99,N/A (58%),"15,440 ±3,689",16:00 (05:20)
406,Airline Tycoon 2,10/24/2011,$4.99,N/A (57%),"104,624 ±9,601",09:08 (01:42)
407,Men of War: Condemned Heroes,4/12/2012,$1.99,N/A (57%),"97,019 ±9,245",09:31 (01:59)
408,There Came an Echo,2/24/2015,$10.04,N/A (57%),"14,288 ±3,548",03:30 (01:55)
409,Tiny Troopers,8/24/2012,$1.24,N/A (57%),"43,324 ±6,179",02:47 (00:45)
410,Genesis Rising,8/6/2007,$2.49,N/A (57%),"29,267 ±5,078",01:41 (00:46)
