#,Game,Release date,Price,Userscore (Metascore),Owners,Playtime (Median)
227,OBEY,5/21/2015,$11.99,N/A (N/A),"1,844 ±1,274",01:45 (01:21)
228,StarCrawlers,3/17/2015,$19.99,N/A (N/A),"5,300 ±2,161",06:57 (04:55)
229,Atajrubah,11/27/2014,Free,N/A (N/A),"566 ±1,107",00:00 (00:00)
230,Football Tactics,6/1/2015,$11.04,N/A (N/A),"1,131 ±1,566",04:43 (06:36)
232,Devouring Stars,4/2/2015,$9.99,N/A (N/A),"566 ±1,107",00:08 (00:08)
233,Journey of the King,12/15/2014,$5.99,N/A (N/A),"3,226 ±1,686",00:15 (00:05)
235,Entropy,12/9/2013,$19.99,N/A (N/A),"20,049 ±4,203",03:41 (01:46)
236,Software Inc.,5/1/2015,$11.99,N/A (N/A),"7,835 ±2,627",05:27 (04:16)
237,Mission Control: NanoMech,12/17/2014,$8.99,N/A (N/A),"14,057 ±3,519",00:00 (00:00)
238,Black The Fall,7/4/2014,Free,N/A (N/A),668 ±924,00:15 (00:07)
239,Montas,3/24/2014,$9.99,N/A (N/A),"35,489 ±5,592",00:52 (00:33)
240,Drive Any Track,5/21/2015,$11.99,N/A (N/A),"1,002 ±1,131",00:41 (00:22)
241,Airships: Conquer the Skies,2/25/2015,$9.99,N/A (N/A),"2,304 ±1,425",06:28 (10:17)
242,RPG Tycoon,8/4/2014,$6.29,N/A (N/A),"16,592 ±3,824",01:35 (00:48)
243,Dwelvers,9/11/2014,$11.24,N/A (N/A),"4,609 ±2,015",05:42 (04:38)
244,Clockwork Empires,8/15/2014,$29.99,N/A (N/A),"13,136 ±3,402",05:09 (01:17)
245,Turmoil,6/5/2015,$9.99,N/A (N/A),"2,672 ±1,848",04:22 (01:33)
246,Rift's Cave,12/1/2014,$5.49,N/A (N/A),"13,136 ±3,402",00:05 (00:03)
247,The Body Changer,10/16/2014,$14.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
248,Glitchspace,4/14/2014,$9.99,N/A (N/A),"5,761 ±2,253",01:34 (01:18)
254,Claustrophobia: The Downward Struggle,9/9/2014,$4.99,N/A (N/A),"23,736 ±4,573",05:42 (02:16)
256,CrossCode,5/15/2015,$13.99,N/A (N/A),"2,535 ±1,494",02:11 (02:27)
257,Forsaken Isle,2/6/2015,$7.19,N/A (N/A),"2,304 ±1,425",08:05 (08:15)
258,AX:EL,9/24/2014,$6.49,N/A (N/A),"13,136 ±3,402",01:42 (01:15)
259,Colonies Online,5/1/2014,$8.99,N/A (N/A),"9,909 ±2,955",06:47 (02:29)
260,Air Brawl,6/2/2015,$9.99,N/A (N/A),"4,148 ±1,912",03:48 (02:07)
261,Sorcerer King,10/2/2014,$35.99,N/A (N/A),"4,609 ±2,015",33:38 (09:55)
262,Retro-Pixel Castles,10/27/2014,$4.99,N/A (N/A),"17,975 ±3,980",04:48 (01:51)
263,Pro Wrestling X,11/18/2014,$9.99,N/A (N/A),"1,002 ±1,131",00:02 (00:02)
264,Race To Mars,3/7/2014,$14.99,N/A (N/A),"5,300 ±2,161",01:52 (01:23)
265,10 Years After,1/30/2015,$4.79,N/A (N/A),"12,905 ±3,372",00:19 (00:17)
266,room13,5/15/2015,$3.99,N/A (N/A),"1,002 ±1,131",01:56 (01:03)
267,Survivors,3/20/2015,$1.99,N/A (N/A),"6,453 ±2,384",01:28 (01:22)
268,Rampage Knights,3/27/2015,$8.99,N/A (N/A),"1,670 ±1,461",02:47 (03:31)
271,Oort Online,11/13/2014,$34.99,N/A (N/A),"8,296 ±2,704",08:42 (01:36)
272,Armello,1/22/2015,$24.99,N/A (N/A),"14,749 ±3,605",05:12 (02:58)
274,Wild Season,4/17/2015,$26.99,N/A (N/A),"1,336 ±1,307",02:00 (02:03)
275,Amazing Frog?,11/21/2014,$15.99,N/A (N/A),"4,609 ±2,015",10:06 (03:07)
276,BOMB,8/4/2014,$11.99,N/A (N/A),"1,670 ±1,461",01:02 (01:15)
277,The Sandbox,4/22/2014,$4.99,N/A (N/A),"16,362 ±3,797",13:44 (05:07)
278,Carp Fishing Simulator,4/28/2015,$3.24,N/A (N/A),"1,336 ±1,307",01:09 (00:45)
279,Artizens,3/5/2015,$9.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
280,Sky Nations,7/17/2014,$6.99,N/A (N/A),"4,839 ±2,065",03:42 (01:46)
281,Xam,7/15/2014,Free,N/A (N/A),"204,409 ±13,417",00:29 (00:14)
283,Barren Roads,6/1/2015,$11.99,N/A (N/A),922 ±901,00:12 (00:07)
284,MyDream,2/20/2015,$14.99,N/A (N/A),668 ±924,00:10 (00:05)
285,Coffin Dodgers,2/26/2015,$7.99,N/A (N/A),"15,440 ±3,689",01:56 (01:49)
287,The Story Goes On,6/11/2015,$2.49,N/A (N/A),"1,131 ±1,566",00:21 (00:21)
289,Trigger Saint,5/1/2015,$4.99,N/A (N/A),"2,765 ±1,561",00:09 (00:03)
290,Volo Airsport,12/4/2014,$10.39,N/A (N/A),"2,765 ±1,561",00:51 (00:35)
291,Xsyon - Prelude,12/29/2014,$22.49,N/A (N/A),"2,004 ±1,600",18:25 (24:55)
292,Drifter,3/4/2014,$11.99,N/A (N/A),"11,753 ±3,218",05:31 (01:12)
293,SilverQuest: Gaiden,12/29/2014,$2.99,N/A (N/A),"2,304 ±1,425",00:09 (00:06)
294,Of Guards And Thieves,7/16/2014,$8.99,N/A (N/A),"8,988 ±2,814",06:26 (03:19)
296,Nightfall: Escape,5/11/2015,$11.99,N/A (N/A),"566 ±1,107",02:42 (02:42)
297,CroNix,2/12/2015,Free,N/A (N/A),"117,760 ±10,185",00:34 (00:12)
298,M.A.V.,5/1/2014,$19.99,N/A (N/A),"3,457 ±1,745",00:54 (01:09)
300,Servo,5/28/2015,$17.99,N/A (N/A),"1,697 ±1,918",47:34 (92:42)
301,Flamberge,3/1/2015,$9.99,N/A (N/A),"566 ±1,107",00:04 (00:04)
302,Eternal Winter,11/24/2014,$9.99,N/A (N/A),"11,753 ±3,218",00:43 (00:26)
303,Colossal Kaiju Combat™: Kaijuland Battles,8/11/2014,$4.99,N/A (N/A),"7,835 ±2,627",00:06 (00:06)
304,Assault Android Cactus,8/28/2013,$14.99,N/A (N/A),"8,296 ±2,704",03:49 (01:23)
305,Deepworld,4/22/2015,Free,N/A (N/A),"107,389 ±9,727",01:18 (00:26)
306,Steam Bandits: Outpost,1/14/2014,$19.49,N/A (N/A),"13,136 ±3,402",02:57 (06:53)
307,Basement,4/30/2015,$8.99,N/A (N/A),"12,444 ±3,311",01:54 (01:20)
308,Dungeon of gain,1/1/2015,$2.99,N/A (N/A),"4,609 ±2,015",00:03 (00:02)
309,Breach & Clear: Deadline,1/21/2015,$14.99,N/A (N/A),"6,913 ±2,468",02:06 (01:21)
310,Block Story,4/25/2014,$9.99,N/A (N/A),"12,214 ±3,281",05:43 (03:25)
312,Waste Walkers,6/1/2015,$4.99,N/A (N/A),"3,918 ±1,858",01:31 (01:58)
313,Dark Forester,2/9/2015,$3.49,N/A (N/A),"1,697 ±1,918",04:37 (04:37)
314,Gender Bender DNA Twister Extreme,9/5/2014,$24.99,N/A (N/A),"2,535 ±1,494",03:05 (04:31)
315,GearCity,5/30/2014,$12.79,N/A (N/A),"10,140 ±2,989",20:34 (04:12)
316,OVERGRAVITY,6/3/2015,$12.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
317,Centration,4/4/2014,$14.99,N/A (N/A),"2,338 ±1,729",00:16 (00:23)
318,Crest,4/23/2015,$4.49,N/A (N/A),"2,338 ±1,729",00:10 (00:13)
319,MyRPG Master,2/9/2015,$39.99,N/A (N/A),"1,383 ±1,103",13:37 (15:28)
321,Lord of the Dark Castle,4/23/2015,$4.99,N/A (N/A),"2,996 ±1,625",00:33 (00:22)
323,Sentris,8/22/2014,$13.99,N/A (N/A),"1,383 ±1,103",00:10 (00:06)
324,Dark Horizons: Mechanized Corps,7/22/2014,$10.04,N/A (N/A),"2,304 ±1,425",00:28 (00:53)
325,Blob From Space,10/15/2014,$4.49,N/A (N/A),"20,971 ±4,299",04:14 (02:44)
326,BloodLust Shadowhunter,3/2/2015,$9.74,N/A (N/A),"4,341 ±2,356",03:10 (03:11)
328,Dungeoncraft,6/5/2015,$9.99,N/A (N/A),"566 ±1,107",00:06 (00:06)
329,Hover : Revolt Of Gamers,4/6/2015,$14.99,N/A (N/A),"5,992 ±2,298",02:54 (02:02)
330,Cubic,9/29/2014,$4.94,N/A (N/A),"1,336 ±1,307",00:00 (00:00)
331,Paragon,5/12/2014,$14.99,N/A (N/A),"3,918 ±1,858",02:29 (02:07)
333,Space Beast Terror Fright,4/6/2015,$14.99,N/A (N/A),"2,074 ±1,352",02:34 (04:14)
334,BossConstructor,11/4/2014,$12.05,N/A (N/A),"2,004 ±1,600",03:55 (05:16)
335,XenoRaptor,6/16/2014,$7.49,N/A (N/A),"2,004 ±1,600",33:50 (49:53)
337,Tomb of Tyrants,1/13/2015,$5.99,N/A (N/A),"5,300 ±2,161",02:36 (01:11)
338,Tinertia,8/19/2014,$14.99,N/A (N/A),"1,336 ±1,307",01:21 (01:29)
339,Offworld Trading Company,2/12/2015,$35.99,N/A (N/A),"37,794 ±5,771",09:18 (04:16)
341,Trackday Manager,5/27/2015,$19.99,N/A (N/A),"1,002 ±1,131",13:38 (15:16)
342,Pixel: ru²,3/6/2015,$8.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
343,Fairspace,10/10/2014,$8.99,N/A (N/A),"566 ±1,107",13:08 (13:08)
346,The Hive,10/9/2014,$9.49,N/A (N/A),"2,535 ±1,494",00:54 (01:25)
348,World of Diving,8/26/2014,$11.99,N/A (N/A),"13,366 ±3,432",01:41 (01:37)
349,Counter Spell,4/21/2015,$4.99,N/A (N/A),"1,697 ±1,918",01:32 (02:45)
350,Grimoire: Manastorm,2/4/2015,$7.49,N/A (N/A),668 ±924,00:43 (00:42)
351,FranknJohn,3/4/2015,$7.49,N/A (N/A),668 ±924,06:34 (03:17)
352,Line of Defense MMO,9/16/2014,Free,N/A (N/A),"1,844 ±1,274",01:00 (01:23)
353,Ascent - The Space Game,2/27/2015,$15.99,N/A (N/A),"4,379 ±1,964",35:11 (28:50)
357,Fleeting Ages,6/1/2015,$15.99,N/A (N/A),"566 ±1,107",00:01 (00:01)
359,Shoot 'Em Up Kit,6/5/2015,$35.99,N/A (N/A),"566 ±1,107",05:00 (05:00)
361,"Warhammer 40,000: Regicide",5/4/2015,$13.99,N/A (N/A),"20,510 ±4,251",02:21 (01:46)
362,Warlocks vs Shadows,3/17/2015,$9.79,N/A (N/A),"6,453 ±2,384",01:48 (01:03)
363,Habitat,7/8/2014,$5.99,N/A (N/A),"22,354 ±4,438",02:11 (01:32)
364,Tom vs. The Armies of Hell,2/9/2015,$9.99,N/A (N/A),"566 ±1,107",00:52 (00:52)
365,Blitzkrieg 3,5/6/2015,$26.99,N/A (N/A),"5,761 ±2,253",13:33 (09:08)
366,Grand Class Melee 2,2/2/2015,$6.69,N/A (N/A),"8,066 ±2,666",02:03 (01:53)
368,Shadow Blade: Reload,7/21/2014,$6.49,N/A (N/A),"1,002 ±1,131",05:19 (04:17)
370,Oil Enterprise,5/22/2015,$16.99,N/A (N/A),668 ±924,01:42 (01:42)
371,Farlight Explorers,3/11/2015,$12.05,N/A (N/A),"2,535 ±1,494",04:13 (01:29)
372,Hardland,10/23/2014,$7.49,N/A (N/A),"7,605 ±2,589",00:47 (00:27)
373,Dog Sled Saga,12/8/2014,$7.99,N/A (N/A),"2,765 ±1,561",27:57 (42:51)
374,Sovereignty: Crown of Kings,4/9/2015,$24.99,N/A (N/A),"2,535 ±1,494",08:11 (07:21)
375,Shroud of the Avatar: Forsaken Virtues,11/24/2014,$33.74,N/A (N/A),"20,510 ±4,251",10:37 (01:52)
376,I Shall Remain,5/9/2014,$9.89,N/A (N/A),"3,918 ±1,858",05:21 (05:31)
377,Maia,12/3/2013,$22.49,N/A (N/A),"29,958 ±5,138",03:04 (00:41)
378,Mech Marines: Steel March,1/9/2015,$7.99,N/A (N/A),"3,226 ±1,686",01:54 (04:05)
379,Virus 14,1/29/2015,$6.99,N/A (N/A),"7,835 ±2,627",00:17 (00:29)
381,Victor Vran,2/20/2015,$14.99,N/A (N/A),"7,374 ±2,549",03:56 (01:57)
382,Catacomb Kids,2/20/2015,$15.99,N/A (N/A),"8,757 ±2,778",09:40 (03:09)
383,The Battle of Sol,7/30/2014,$14.99,N/A (N/A),"14,057 ±3,519",00:45 (01:02)
385,UBERMOSH,3/25/2015,$0.99,N/A (N/A),"4,609 ±2,015",00:26 (00:18)
388,Paranormal,9/12/2013,$8.49,N/A (N/A),"38,715 ±5,841",02:10 (01:24)
389,Demise of Nations: Rome,4/21/2015,Free,N/A (N/A),"26,732 ±4,853",03:24 (00:10)
390,Celestial Command,11/20/2014,$7.99,N/A (N/A),"2,004 ±1,600",02:43 (03:10)
391,DieselStormers,7/17/2014,$15.19,N/A (N/A),"10,370 ±3,023",01:29 (00:53)
392,Signs of Life,1/27/2014,$7.49,N/A (N/A),"38,485 ±5,823",08:47 (02:43)
393,The Adventures of Tree,4/30/2015,$5.19,N/A (N/A),"3,918 ±1,858",04:08 (04:26)
394,Armed with Wings: Rearmed,5/28/2015,$6.79,N/A (N/A),"1,336 ±1,307",01:16 (01:48)
395,Siege of Inaolia,11/14/2014,$4.99,N/A (N/A),"7,605 ±2,589",00:35 (00:28)
397,Windborne,2/17/2014,$29.99,N/A (N/A),"9,679 ±2,920",21:51 (07:20)
398,Home Improvisation,5/28/2015,$9.99,N/A (N/A),668 ±924,00:29 (00:29)
399,Organic Panic,5/14/2014,$9.99,N/A (N/A),"12,444 ±3,311",00:51 (00:43)
400,Sirius Online,6/1/2015,$7.49,N/A (N/A),"3,687 ±1,802",00:30 (00:10)
402,Solar System Conflict,4/6/2015,$19.99,N/A (N/A),"1,002 ±1,131",00:37 (00:36)
403,Heart&Slash,10/6/2014,$24.99,N/A (N/A),668 ±924,01:13 (01:12)
404,Automation - The Car Company Tycoon Game,3/12/2015,$26.99,N/A (N/A),"24,658 ±4,661",11:36 (04:24)
405,Vox,11/12/2013,$9.99,N/A (N/A),"19,588 ±4,155",01:12 (01:21)
406,Battle Brothers,4/27/2015,$17.99,N/A (N/A),"6,222 ±2,341",19:55 (12:28)
407,KWAAN,3/11/2015,$3.49,N/A (N/A),922 ±901,01:11 (01:11)
408,Dragon The Game,11/7/2014,$17.99,N/A (N/A),"9,448 ±2,885",00:35 (00:33)
409,Satellite Reign,12/11/2014,$23.99,N/A (N/A),"19,358 ±4,130",03:02 (00:50)
410,Steredenn,5/18/2015,$8.99,N/A (N/A),"566 ±1,107",00:32 (00:32)
412,Kings of Kung Fu,12/8/2014,$2.71,N/A (N/A),"9,448 ±2,885",01:15 (00:29)
415,Move or Die,1/16/2015,$14.99,N/A (N/A),"1,844 ±1,274",02:11 (02:58)
416,Backstage Pass,5/30/2014,$29.99,N/A (N/A),"3,918 ±1,858",14:03 (14:20)
418,IPackThat,4/15/2015,$64.99,N/A (N/A),"566 ±1,107",00:02 (00:02)
419,Radial-G : Racing Revolved,12/11/2014,$12.99,N/A (N/A),"1,844 ±1,274",00:48 (00:35)
421,Victory: The Age of Racing,2/10/2014,$14.99,N/A (N/A),"26,502 ±4,832",07:14 (01:33)
422,Revenge: Rhobar's myth,5/7/2015,$9.99,N/A (N/A),"1,152 ±1,007",01:15 (00:25)
425,Blockscape,7/3/2014,$19.99,N/A (N/A),"20,280 ±4,227",07:08 (01:44)
