#,Game,Release date,Price,Userscore (Metascore),Owners,Playtime (Median)
162,VoidExpanse,4/2/2015,$11.24,N/A (58%),"13,136 ±3,402",13:12 (04:40)
163,Hotel Giant 2,1/27/2010,$2.71,N/A (58%),"24,428 ±4,640",04:01 (01:02)
165,SOL: Exodus,1/25/2012,$7.99,N/A (57%),"58,765 ±7,196",01:18 (00:57)
166,Airline Tycoon 2,10/24/2011,$4.99,N/A (57%),"104,624 ±9,601",09:08 (01:42)
169,Fair Strike,4/23/2015,$2.59,N/A (56%),"1,336 ±1,307",00:42 (00:40)
170,Iron Front : Liberation 1944,5/25/2012,$12.49,N/A (55%),"61,530 ±7,363",14:37 (04:03)
171,Emergency 5 - Deluxe Edition,11/27/2014,$24.99,N/A (54%),"14,749 ±3,605",05:18 (03:24)
172,M.U.D. TV,4/19/2010,$2.49,N/A (53%),"41,020 ±6,012",05:31 (02:35)
173,Miner Wars 2081,11/28/2012,$3.99,N/A (52%),"78,353 ±8,309",01:50 (00:35)
174,Lords of Football,4/5/2013,$7.49,N/A (52%),"42,172 ±6,096",05:48 (01:44)
175,Hospital Tycoon,2/13/2009,$1.24,N/A (51%),"66,369 ±7,647",03:35 (01:24)
176,Railroad Pioneer,7/1/2014,$2.49,N/A (50%),"9,909 ±2,955",06:15 (01:27)
179,Adventure Park,11/8/2013,$9.99,N/A (49%),"23,045 ±4,506",01:30 (00:35)
180,Lucius II,2/13/2015,$13.99,N/A (48%),"14,979 ±3,633",05:49 (04:37)
181,Starpoint Gemini,2/16/2012,$3.49,N/A (46%),"52,312 ±6,789",08:27 (01:20)
182,Air Conflicts: Vietnam,10/2/2013,$9.99,N/A (43%),"21,432 ±4,346",04:19 (01:09)
183,Brigade E5: New Jagged Union,4/30/2014,$0.99,N/A (41%),"10,370 ±3,023",05:16 (05:21)
187,Demolition Master 3D,4/11/2014,$2.09,N/A (N/A),"7,374 ±2,549",00:07 (00:05)
189,Survivors,3/20/2015,$1.99,N/A (N/A),"6,453 ±2,384",01:28 (01:22)
192,Merchants of Kaidan,11/10/2014,$3.74,N/A (N/A),"40,098 ±5,944",03:38 (03:10)
193,Train Valley,5/7/2015,$9.99,N/A (N/A),668 ±924,02:06 (02:06)
194,Driving School Simulator,9/25/2014,$5.09,N/A (N/A),"4,379 ±1,964",02:30 (02:07)
196,Air Conflicts: Pacific Carriers,9/21/2012,$7.49,N/A (N/A),"113,151 ±9,984",06:35 (00:51)
197,Combat Wings: Battle of Britain,10/14/2009,$1.99,N/A (N/A),"73,283 ±8,035",03:02 (01:10)
199,Sovereignty: Crown of Kings,4/9/2015,$24.99,N/A (N/A),"2,535 ±1,494",08:11 (07:21)
200,Entropy,12/9/2013,$19.99,N/A (N/A),"20,049 ±4,203",03:41 (01:46)
201,Guild Commander,1/23/2015,$4.24,N/A (N/A),"2,338 ±1,729",02:00 (02:32)
202,Bloop,1/16/2015,$1.24,N/A (N/A),"11,753 ±3,218",02:10 (02:06)
203,Bridge Project,3/28/2013,$9.99,N/A (N/A),"141,496 ±11,164",04:45 (01:16)
204,RPG Tycoon,8/4/2014,$6.29,N/A (N/A),"16,592 ±3,824",01:35 (00:48)
205,Paragon,5/12/2014,$14.99,N/A (N/A),"3,918 ±1,858",02:29 (02:07)
206,CINEVEO - Virtual Reality Cinema,4/24/2015,$9.99,N/A (N/A),"2,004 ±1,600",00:09 (00:13)
208,Ski Park Tycoon,2/3/2015,$9.99,N/A (N/A),"2,304 ±1,425",01:27 (01:27)
209,911: First Responders,9/25/2014,$2.49,N/A (N/A),"12,444 ±3,311",17:46 (03:43)
210,Roller Coaster Rampage,6/19/2012,$4.99,N/A (N/A),"26,963 ±4,874",02:02 (00:19)
211,MiG-29 Fulcrum,6/1/2009,$4.99,N/A (N/A),"11,522 ±3,186",01:43 (01:54)
212,Downpour,5/14/2015,$2.99,N/A (N/A),"4,609 ±2,015",01:01 (00:55)
213,Victorian Admirals Anthology,2/11/2014,$2.99,N/A (N/A),"2,304 ±1,425",01:14 (01:37)
214,Sid Meier's Colonization (Classic),10/9/2014,$3.49,N/A (N/A),"11,983 ±3,249",12:23 (11:00)
215,Movie Studio Boss: The Sequel,12/17/2014,$2.99,N/A (N/A),"1,844 ±1,274",02:05 (03:00)
216,Eisenbahn X,6/8/2015,$39.99,N/A (N/A),"1,336 ±1,307",02:21 (01:10)
217,Crest,4/23/2015,$4.49,N/A (N/A),"2,338 ±1,729",00:10 (00:13)
218,Fading Hearts,2/5/2014,$13.19,N/A (N/A),"17,745 ±3,954",02:58 (02:54)
219,Demolition Company Gold,8/4/2011,$7.99,N/A (N/A),"14,749 ±3,605",06:18 (05:01)
220,A.I.M.2 Clan Wars,5/22/2014,$0.99,N/A (N/A),"17,975 ±3,980",02:21 (02:21)
221,Casino Inc,4/17/2015,$5.99,N/A (N/A),"1,152 ±1,007",02:50 (02:22)
222,Motorbike,1/19/2015,$4.99,N/A (N/A),"2,765 ±1,561",02:02 (01:44)
223,"7 Grand Steps, Step 1: What Ancients Begat",6/7/2013,$6.59,N/A (N/A),"40,329 ±5,961",05:55 (02:47)
224,AX:EL,9/24/2014,$6.49,N/A (N/A),"13,136 ±3,402",01:42 (01:15)
225,Star Trek™: 25th Anniversary,5/7/2015,$5.99,N/A (N/A),"2,535 ±1,494",01:03 (00:17)
226,Formula Truck 2013,2/2/2015,$13.39,N/A (N/A),"5,070 ±2,113",00:45 (00:23)
227,Reach for the Sun,11/7/2013,$2.49,N/A (N/A),"23,045 ±4,506",01:53 (01:11)
228,Rugby Union Team Manager 2015,12/3/2014,$39.99,N/A (N/A),"4,379 ±1,964",11:22 (10:50)
229,Storm over the Pacific,6/13/2014,$2.49,N/A (N/A),"8,988 ±2,814",01:43 (01:48)
230,All Aspect Warfare,8/17/2009,$9.99,N/A (N/A),"2,004 ±1,600",01:07 (01:07)
231,East Tower - Takashi,5/27/2015,$4.49,N/A (N/A),668 ±924,00:00 (00:00)
232,Solar System Conflict,4/6/2015,$19.99,N/A (N/A),"1,002 ±1,131",00:37 (00:36)
233,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,1/22/2015,$29.99,N/A (N/A),"1,131 ±1,566",00:39 (00:39)
234,Hegemony Rome: The Rise of Caesar,5/15/2014,$7.49,N/A (N/A),"46,090 ±6,373",15:13 (02:34)
235,Selfie: Sisters of the Amniotic Lens,5/8/2015,$3.74,N/A (N/A),"1,002 ±1,131",00:09 (00:08)
236,Farming Giant,11/6/2013,$2.49,N/A (N/A),"32,954 ±5,389",07:43 (00:16)
237,Sunrider Academy,4/15/2015,$17.99,N/A (N/A),"7,144 ±2,509",14:12 (12:50)
238,Dovetail Games Fishing,11/4/2014,$19.99,N/A (N/A),"14,057 ±3,519",01:20 (00:54)
239,Firefighters 2014,5/21/2014,$9.99,N/A (N/A),"25,580 ±4,748",10:13 (04:42)
240,Software Inc.,5/1/2015,$11.99,N/A (N/A),"7,835 ±2,627",05:27 (04:16)
242,The Spatials,3/30/2015,$8.70,N/A (N/A),"14,288 ±3,548",09:29 (03:58)
243,Pro Cycling Manager 2012,6/22/2012,$3.39,N/A (N/A),"19,588 ±4,155",49:18 (11:35)
244,European Ship Simulator,2/19/2015,$6.79,N/A (N/A),"16,131 ±3,770",05:10 (02:10)
245,Tachyon: The Fringe,6/18/2009,$4.99,N/A (N/A),"15,671 ±3,716",08:35 (06:00)
246,Farming World,5/2/2014,$0.99,N/A (N/A),"45,629 ±6,341",03:19 (02:12)
247,Luna's Wandering Stars,5/15/2015,$3.99,N/A (N/A),"1,670 ±1,461",03:31 (05:45)
248,Maia,12/3/2013,$22.49,N/A (N/A),"29,958 ±5,138",03:04 (00:41)
249,Airline Tycoon Deluxe,11/14/2014,$7.49,N/A (N/A),"6,683 ±2,427",08:43 (06:02)
250,Blockscape,7/3/2014,$19.99,N/A (N/A),"20,280 ±4,227",07:08 (01:44)
251,Wildlife Park - Wild Creatures,4/1/2015,$5.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
252,MXGP - The Official Motocross Videogame,3/28/2014,$19.99,N/A (N/A),"20,049 ±4,203",30:51 (11:14)
253,Nameless ~The one thing you must recall~,12/24/2014,$29.99,N/A (N/A),"1,152 ±1,007",13:05 (16:38)
255,Arma: Gold Edition,7/13/2011,$1.99,N/A (N/A),"331,847 ±17,091",03:42 (00:24)
256,X-Tension,10/8/2010,$2.49,N/A (N/A),"188,508 ±12,885",02:02 (00:08)
257,Parkan 2,4/16/2014,$0.99,N/A (N/A),"44,246 ±6,244",02:11 (01:10)
258,Broadsword : Age of Chivalry,5/15/2015,$14.99,N/A (N/A),"566 ±1,107",02:43 (02:43)
260,Cat Goes Fishing,1/19/2015,$5.24,N/A (N/A),"20,740 ±4,275",03:21 (03:02)
261,MotoGP™13,6/20/2013,$19.99,N/A (N/A),"20,049 ±4,203",15:57 (04:49)
262,Meadowland,10/22/2014,$1.99,N/A (N/A),"2,004 ±1,600",00:54 (01:07)
263,G-Ball,5/28/2014,$3.99,N/A (N/A),"16,823 ±3,850",00:28 (00:11)
264,Trainz: Settle & Carlisle,10/1/2010,$6.59,N/A (N/A),"31,572 ±5,274",02:34 (00:38)
265,Weather Lord: The Successor's Path,5/7/2015,$3.34,N/A (N/A),"566 ±1,107",00:00 (00:00)
266,Game Tycoon 1.5,2/11/2014,$2.49,N/A (N/A),"20,510 ±4,251",01:14 (01:01)
267,Texas Cheat'Em,8/10/2009,$9.99,N/A (N/A),"2,535 ±1,494",02:04 (01:56)
269,Democracy 2,10/11/2012,$19.99,N/A (N/A),"42,864 ±6,146",02:58 (01:49)
270,Dangerous,12/16/2014,$19.99,N/A (N/A),"1,670 ±1,461",00:15 (00:15)
271,Diaper Dash,8/12/2009,$9.99,N/A (N/A),"3,918 ±1,858",06:54 (08:22)
272,Spaceforce Rogue Universe HD,5/26/2015,$3.89,N/A (N/A),"1,131 ±1,566",05:07 (05:07)
273,The Battle of Sol,7/30/2014,$14.99,N/A (N/A),"14,057 ±3,519",00:45 (01:02)
274,Zoo Park,6/13/2014,$0.99,N/A (N/A),"45,399 ±6,325",02:26 (00:28)
275,Galactic Command Echo Squad SE,3/10/2014,$4.99,N/A (N/A),"2,535 ±1,494",00:19 (00:12)
276,Domestic Dog Simulator,4/10/2015,$1.49,N/A (N/A),"14,057 ±3,519",01:04 (00:49)
277,World Basketball Tycoon,11/18/2013,$1.49,N/A (N/A),"13,827 ±3,491",01:57 (00:31)
278,Mad Games Tycoon,1/5/2015,$8.99,N/A (N/A),"19,358 ±4,130",09:51 (07:29)
279,Agricultural Simulator 2011: Extended Edition,2/23/2011,$1.49,N/A (N/A),"44,246 ±6,244",04:48 (00:34)
280,Virtual Villagers 2: The Lost Children,5/12/2008,$9.99,N/A (N/A),"7,144 ±2,509",13:02 (10:22)
281,X-Plane 10 Global - 64 Bit,7/14/2014,$41.99,N/A (N/A),"51,621 ±6,744",19:17 (03:39)
282,Carp Fishing Simulator,4/28/2015,$3.24,N/A (N/A),"1,336 ±1,307",01:09 (00:45)
283,Luxuria Superbia,1/28/2014,$3.49,N/A (N/A),"39,868 ±5,927",00:26 (00:11)
284,Pre-Civilization Marble Age,3/4/2015,$2.49,N/A (N/A),"17,975 ±3,980",05:48 (03:19)
286,Homebrew - Vehicle Sandbox,11/14/2014,$8.99,N/A (N/A),"25,349 ±4,726",06:18 (01:25)
288,Waste Walkers,6/1/2015,$4.99,N/A (N/A),"3,918 ±1,858",01:31 (01:58)
289,Fortune's Tavern - The Fantasy Tavern Simulator!,3/5/2015,$4.99,N/A (N/A),"13,827 ±3,491",03:09 (01:09)
290,Skyscraper Simulator,10/21/2013,$2.09,N/A (N/A),"42,633 ±6,129",02:14 (00:26)
291,Neocolonialism,12/1/2014,$4.99,N/A (N/A),"16,131 ±3,770",01:45 (01:52)
292,F-19 Stealth Fighter,4/1/2015,$3.49,N/A (N/A),"1,336 ±1,307",00:22 (00:25)
294,Wildlife Park,4/1/2015,$5.59,N/A (N/A),"1,002 ±1,131",01:43 (02:32)
295,Hacker Evolution,9/14/2010,$1.99,N/A (N/A),"186,434 ±12,814",02:04 (01:05)
296,City Life 2008,9/29/2008,$3.39,N/A (N/A),"21,662 ±4,369",06:58 (01:46)
297,"7,62 High Calibre",4/30/2014,$1.24,N/A (N/A),"18,206 ±4,005",06:55 (02:23)
298,Songs2See Editor,11/26/2013,$9.99,N/A (N/A),"2,304 ±1,425",01:27 (02:05)
299,Front Office Football Seven,2/4/2015,$17.49,N/A (N/A),"3,226 ±1,686",20:56 (16:48)
300,Cosmonautica,9/17/2014,$9.99,N/A (N/A),"11,062 ±3,122",03:58 (02:55)
301,TownCraft,2/25/2015,$5.99,N/A (N/A),"10,601 ±3,056",06:21 (01:22)
302,Trainz Simulator 12,6/8/2011,$7.49,N/A (N/A),"158,088 ±11,800",33:56 (01:16)
303,18 Wheels of Steel: Extreme Trucker 2,5/8/2015,$19.99,N/A (N/A),668 ±924,02:14 (02:14)
304,Aviator - Bush Pilot,11/4/2014,$2.49,N/A (N/A),"4,379 ±1,964",01:18 (01:37)
305,Jane's Advanced Strike Fighters,3/8/2012,$4.99,N/A (N/A),"32,493 ±5,351",02:36 (00:40)
306,Depth Hunter 2: Deep Dive,8/20/2014,$6.74,N/A (N/A),"45,168 ±6,309",04:06 (03:43)
307,Fleet Defender: The F-14 Tomcat Simulation,10/30/2014,$3.49,N/A (N/A),"566 ±1,107",00:06 (00:06)
308,Pro Cycling Manager 2013,6/20/2013,$6.79,N/A (N/A),"29,037 ±5,058",58:28 (13:38)
309,Time of Fury,7/18/2014,$9.99,N/A (N/A),"1,131 ±1,566",00:21 (00:22)
311,Teddy Floppy Ear - The Race,5/22/2015,$2.49,N/A (N/A),"1,002 ±1,131",00:07 (00:07)
312,Real World Racing,12/6/2013,$1.79,N/A (N/A),"72,131 ±7,972",01:51 (01:13)
315,World Basketball Manager 2010,4/21/2010,$0.74,N/A (N/A),"24,889 ±4,683",00:32 (00:15)
316,Steel Armor - Blaze of War,3/5/2015,$29.99,N/A (N/A),"1,697 ±1,918",00:54 (01:00)
318,TRIP:Steam Edition,1/6/2015,$6.99,N/A (N/A),"3,687 ±1,802",00:00 (00:00)
319,Supreme Ruler Ultimate,10/17/2014,$14.99,N/A (N/A),"9,679 ±2,920",19:11 (09:14)
320,Fish Tycoon,5/12/2008,$9.99,N/A (N/A),"8,066 ±2,666",18:45 (17:52)
321,The Good Life,11/21/2014,$2.49,N/A (N/A),"5,070 ±2,113",01:31 (00:38)
323,Social Justice Warriors,2/27/2015,$4.79,N/A (N/A),"2,996 ±1,625",01:25 (01:08)
324,Arms Dealer,3/26/2015,$12.99,N/A (N/A),"10,140 ±2,989",03:13 (00:40)
326,Franchise Hockey Manager 2014,5/30/2014,$19.99,N/A (N/A),"12,214 ±3,281",27:08 (02:41)
327,Tropico,7/26/2009,$1.74,N/A (N/A),"194,730 ±13,096",06:58 (00:37)
328,Cabela's� Hunting Expeditions,10/22/2012,$14.69,N/A (N/A),"7,605 ±2,589",04:18 (04:38)
330,Volo Airsport,12/4/2014,$10.39,N/A (N/A),"2,765 ±1,561",00:51 (00:35)
332,Lunch Truck Tycoon,5/28/2015,$0.99,N/A (N/A),"2,338 ±1,729",01:47 (01:44)
333,Rebuild 3: Gangs of Deadsville,5/29/2015,$12.74,N/A (N/A),"27,884 ±4,957",24:17 (12:19)
335,Ensign-1,11/13/2014,$9.99,N/A (N/A),"8,988 ±2,814",00:38 (00:36)
336,Governor of Poker 2,10/11/2010,$9.99,N/A (N/A),"11,753 ±3,218",44:34 (12:53)
337,TransOcean - The Shipping Company,9/23/2014,$13.99,N/A (N/A),"42,403 ±6,113",21:36 (10:31)
338,RESCUE 2,6/3/2015,$22.49,N/A (N/A),"3,226 ±1,686",04:16 (04:11)
339,World of Mixed Martial Arts 3,3/19/2015,$4.99,N/A (N/A),668 ±924,00:54 (00:54)
341,Gender Bender DNA Twister Extreme,9/5/2014,$24.99,N/A (N/A),"2,535 ±1,494",03:05 (04:31)
342,Port Royale 3,5/4/2012,$6.24,N/A (N/A),"170,533 ±12,256",15:20 (03:16)
344,Star Trek™: Starfleet Academy,5/8/2015,$5.99,N/A (N/A),"3,005 ±1,960",00:48 (01:25)
345,Ski-World Simulator,11/18/2014,$4.99,N/A (N/A),"7,374 ±2,549",00:06 (00:09)
346,Infinifactory,1/19/2015,$22.49,N/A (N/A),"11,753 ±3,218",11:28 (07:25)
347,Trackday Manager,5/27/2015,$19.99,N/A (N/A),"1,002 ±1,131",13:38 (15:16)
348,Gardens Inc. – From Rakes to Riches,3/25/2014,$3.39,N/A (N/A),"2,996 ±1,625",05:24 (04:36)
349,Aquadelic GT,3/25/2015,$4.99,N/A (N/A),"1,844 ±1,274",01:16 (00:50)
351,Gates of Horizon,12/18/2014,$5.99,N/A (N/A),"2,765 ±1,561",70:46 (118:17)
353,Wildlife Park 2 - Farm World,7/17/2014,$3.19,N/A (N/A),"15,901 ±3,743",03:35 (01:16)
355,Wildlife Park 3,5/12/2014,$7.99,N/A (N/A),"62,913 ±7,445",03:34 (00:25)
356,Gratuitous Space Battles 2,4/16/2015,$18.74,N/A (N/A),"6,222 ±2,341",04:56 (02:24)
357,Toy Soldiers: Complete,2/28/2014,$4.99,N/A (N/A),"26,502 ±4,832",05:17 (04:30)
359,Taxi,8/22/2014,$1.29,N/A (N/A),"10,601 ±3,056",02:27 (02:01)
360,Virtual Families,5/6/2009,$9.99,N/A (N/A),"2,765 ±1,561",34:28 (70:53)
362,Castaway Paradise,5/19/2015,$7.49,N/A (N/A),"566 ±1,107",00:00 (00:00)
363,Global ATC Simulator,11/10/2014,$23.44,N/A (N/A),"2,338 ±1,729",49:20 (73:25)
364,PeriAreion,2/19/2015,$14.99,N/A (N/A),"4,839 ±2,065",02:25 (03:27)
367,Space Rogue,5/14/2015,$13.39,N/A (N/A),"1,152 ±1,007",02:03 (02:05)
368,Warehouse and Logistics Simulator,2/25/2014,$2.49,N/A (N/A),"33,876 ±5,464",00:46 (00:25)
369,A-Train 8,9/18/2013,$19.99,N/A (N/A),"19,358 ±4,130",03:18 (00:21)
370,Task Force 1942: Surface Naval Action in the South Pacific,11/6/2014,$3.49,N/A (N/A),"1,844 ±1,274",00:24 (00:37)
371,Windborne,2/17/2014,$29.99,N/A (N/A),"9,679 ±2,920",21:51 (07:20)
373,TIS-100,6/1/2015,$6.99,N/A (N/A),"11,983 ±3,249",06:08 (03:20)
374,Unclaimed World,3/26/2014,$11.19,N/A (N/A),"5,300 ±2,161",04:21 (01:40)
375,Race To Mars,3/7/2014,$14.99,N/A (N/A),"5,300 ±2,161",01:52 (01:23)
376,The Race for the White House,1/2/2015,$14.99,N/A (N/A),"2,074 ±1,352",02:23 (02:09)
378,PT Boats: South Gambit,10/28/2011,$4.99,N/A (N/A),"9,679 ±2,920",01:50 (01:54)
379,LogicBots,9/22/2014,$14.99,N/A (N/A),"2,672 ±1,848",02:32 (03:03)
380,The Little Crane That Could,4/27/2015,$5.99,N/A (N/A),"1,336 ±1,307",02:07 (02:26)
382,Ascent - The Space Game,2/27/2015,$15.99,N/A (N/A),"4,379 ±1,964",35:11 (28:50)
384,Zen Fish SIM,9/18/2014,Free,N/A (N/A),"1,002 ±1,131",00:14 (00:07)
385,Moon Breakers,5/17/2012,Free,N/A (N/A),"179,520 ±12,574",03:10 (00:22)
386,Arcadecraft,5/22/2014,$2.49,N/A (N/A),"2,074 ±1,352",01:56 (01:39)
387,WarBirds - World War II Combat Aviation,5/5/2015,$14.99,N/A (N/A),"566 ±1,107",01:20 (01:20)
388,Ski Region Simulator,1/31/2014,$7.99,N/A (N/A),"22,354 ±4,438",06:55 (02:45)
389,Fly in the House,3/6/2015,$4.99,N/A (N/A),"1,670 ±1,461",00:35 (00:09)
391,Club Manager 2015,12/4/2014,$20.09,N/A (N/A),"2,074 ±1,352",17:54 (16:13)
392,New Star Soccer 5,9/27/2012,$14.99,N/A (N/A),"26,963 ±4,874",12:27 (04:28)
393,Gardens Inc. 2: The Road to Fame,5/22/2014,$3.39,N/A (N/A),"2,263 ±2,215",06:02 (09:03)
394,Prison Tycoon 4: Supermax,,$12.49,N/A (N/A),"17,975 ±3,980",02:46 (01:02)
395,new DREAMFLIGHT VR:For Oculus Rift,5/21/2015,$4.49,N/A (N/A),"566 ±1,107",00:19 (00:19)
396,Bridge Constructor Playground,7/2/2014,$3.49,N/A (N/A),"57,843 ±7,139",01:43 (00:36)
397,Hospital Manager,3/25/2015,$2.99,N/A (N/A),"11,062 ±3,122",02:25 (01:10)
399,World Of Leaders,12/17/2014,$4.99,N/A (N/A),"4,007 ±2,263",00:32 (01:00)
400,Iron Sky Invasion,12/13/2012,$19.99,N/A (N/A),"63,604 ±7,486",01:38 (00:32)
401,Kiai Resonance,4/23/2015,$3.99,N/A (N/A),"2,996 ±1,625",01:33 (00:41)
402,Space Station Alpha,2/27/2015,$5.99,N/A (N/A),"11,292 ±3,154",08:50 (08:14)
403,Professional Lumberjack 2015,3/5/2015,$13.39,N/A (N/A),"4,379 ±1,964",03:19 (00:50)
404,Spore: Creepy & Cute Parts Pack,12/19/2008,$9.99,N/A (N/A),"397,064 ±18,692",05:04 (00:46)
405,Spirited Heart Deluxe,5/29/2014,$9.99,N/A (N/A),"10,370 ±3,023",03:45 (02:39)
406,MotoGP™14 Compact,11/21/2014,$9.99,N/A (N/A),"2,074 ±1,352",01:21 (01:58)
408,The Graveyard,3/9/2009,$1.24,N/A (N/A),"20,049 ±4,203",20:37 (00:11)
409,The Magic Circle,5/13/2015,$17.99,N/A (N/A),"1,670 ±1,461",07:51 (13:59)
410,Ship Simulator: Maritime Search and Rescue,7/1/2014,$10.79,N/A (N/A),"13,136 ±3,402",09:07 (03:47)
411,Kitty Powers' Matchmaker,4/22/2015,$6.69,N/A (N/A),"10,140 ±2,989",06:29 (05:22)
413,BossConstructor,11/4/2014,$12.05,N/A (N/A),"2,004 ±1,600",03:55 (05:16)
414,Puddle,11/9/2012,$2.71,N/A (N/A),"108,311 ±9,768",06:35 (00:54)
416,16bit Trader,6/4/2015,$1.49,N/A (N/A),668 ±924,01:24 (01:24)
417,Farm Machines Championships 2014,3/14/2014,$2.99,N/A (N/A),"32,954 ±5,389",01:45 (00:47)
418,WOC_Basic,4/2/2015,$9.74,N/A (N/A),"1,336 ±1,307",12:54 (23:03)
419,Scania Truck Driving Simulator,2/27/2014,$4.07,N/A (N/A),"176,755 ±12,477",02:21 (00:51)
421,SEGA Bass Fishing,3/4/2011,$3.99,N/A (N/A),"244,737 ±14,680",00:54 (00:12)
422,1849,5/8/2014,$8.99,N/A (N/A),"16,823 ±3,850",09:57 (04:29)
423,One Manga Day,5/4/2015,Free,N/A (N/A),"44,016 ±6,228",00:19 (00:07)
424,GameGuru,5/19/2015,$8.99,N/A (N/A),"9,218 ±2,850",12:07 (02:08)
425,Universal Combat CE,2/6/2015,Free,N/A (N/A),"62,452 ±7,418",00:30 (00:10)
426,Centration,4/4/2014,$14.99,N/A (N/A),"2,338 ±1,729",00:16 (00:23)
427,This Starry Midnight We Make,6/1/2015,$8.99,N/A (N/A),"1,336 ±1,307",00:29 (00:40)
428,On My Own,2/23/2015,$4.99,N/A (N/A),"1,613 ±1,192",00:34 (00:33)
430,aerofly FS,10/17/2012,$19.99,N/A (N/A),"8,988 ±2,814",08:08 (04:34)
431,BOMB,8/4/2014,$11.99,N/A (N/A),"1,670 ±1,461",01:02 (01:15)
432,Crash Drive 2,5/28/2015,$2.49,N/A (N/A),"2,074 ±1,352",01:37 (02:22)
433,Adventurer Manager,12/4/2014,$2.49,N/A (N/A),"25,349 ±4,726",13:46 (03:17)
434,Kingdom Wars 2: Battles,3/30/2015,$21.24,N/A (N/A),"8,066 ±2,666",08:15 (02:19)
436,dUpLicity ~Beyond the Lies~,1/8/2015,$11.24,N/A (N/A),"11,292 ±3,154",01:54 (01:33)
437,Altitude0: Lower & Faster,9/1/2014,$13.29,N/A (N/A),"2,004 ±1,600",00:13 (00:12)
439,Airport Simulator 2015,4/22/2015,$11.24,N/A (N/A),"2,074 ±1,352",02:00 (01:37)
440,Smooth Operators,6/10/2014,$1.94,N/A (N/A),"26,732 ±4,853",03:10 (01:27)
441,Human Extinction Simulator,1/21/2015,$13.39,N/A (N/A),"1,131 ±1,566",03:34 (03:34)
442,Agricultural Simulator 2013 Steam Edition,6/7/2013,$2.49,N/A (N/A),"83,884 ±8,597",04:20 (00:30)
443,Uncharted Waters Online: Gran Atlas,10/3/2014,Free,N/A (N/A),"162,236 ±11,954",09:19 (00:27)
444,Idol Hands,2/18/2015,$9.99,N/A (N/A),"1,152 ±1,007",04:00 (05:16)
445,Take On Mars,8/1/2013,$15.29,N/A (N/A),"40,790 ±5,995",06:31 (02:57)
446,Rising Angels: Reborn,9/12/2014,Free,N/A (N/A),"105,776 ±9,653",00:55 (00:06)
447,Mad Riders,5/30/2012,$5.99,N/A (N/A),"20,971 ±4,299",02:20 (00:58)
448,Armored Fist 3,6/18/2009,$4.99,N/A (N/A),"10,601 ±3,056",00:30 (00:53)
449,Egyptian Settlement Gold,5/12/2015,$7.99,N/A (N/A),"566 ±1,107",00:43 (00:43)
450,Railroad X,6/9/2014,$19.99,N/A (N/A),"1,336 ±1,307",17:54 (17:43)
451,Reload,2/13/2015,$4.99,N/A (N/A),"6,222 ±2,341",00:32 (00:27)
452,Project AURA,1/5/2015,$14.99,N/A (N/A),"8,527 ±2,741",05:30 (01:54)
453,Stonehearth,6/3/2015,$24.99,N/A (N/A),"43,094 ±6,162",10:07 (03:45)
454,Pixel Puzzles: UndeadZ,6/6/2014,$1.74,N/A (N/A),"24,428 ±4,640",02:57 (01:19)
456,rFactor,3/2/2015,$24.99,N/A (N/A),"4,148 ±1,912",04:30 (00:45)
458,Alea Jacta Est,11/4/2014,$14.99,N/A (N/A),"2,074 ±1,352",04:53 (00:47)
459,Signs of Life,1/27/2014,$7.49,N/A (N/A),"38,485 ±5,823",08:47 (02:43)
460,Corona MotorSport,3/13/2015,$5.49,N/A (N/A),"2,996 ±1,625",00:23 (00:07)
462,Quantum Rush Champions,12/4/2014,$6.99,N/A (N/A),"7,374 ±2,549",01:48 (02:09)
463,Spice Road,4/24/2014,$9.99,N/A (N/A),"7,605 ±2,589",05:28 (02:54)
464,Airport Firefighters - The Simulation,5/13/2015,$16.99,N/A (N/A),"2,535 ±1,494",01:48 (01:26)
465,3d Bridges,3/23/2015,$12.99,N/A (N/A),"566 ±1,107",00:16 (00:16)
466,Retro-Pixel Castles,10/27/2014,$4.99,N/A (N/A),"17,975 ±3,980",04:48 (01:51)
467,Trucks & Trailers,6/4/2014,$2.37,N/A (N/A),"131,817 ±10,776",00:47 (00:13)
468,Project Freedom,10/14/2009,$0.89,N/A (N/A),"18,897 ±4,081",01:19 (00:22)
469,F1 Chequered Flag,5/22/2015,$3.74,N/A (N/A),"566 ±1,107",00:02 (00:02)
471,Make it indie!,4/1/2015,$0.49,N/A (N/A),"22,814 ±4,484",00:57 (00:37)
472,Pro Cycling Manager 2014,6/19/2014,$14.99,N/A (N/A),"20,280 ±4,227",65:41 (24:39)
473,Hearthlands,12/12/2014,$10.04,N/A (N/A),"8,988 ±2,814",03:38 (03:22)
474,Backstage Pass,5/30/2014,$29.99,N/A (N/A),"3,918 ±1,858",14:03 (14:20)
475,Truck Mechanic Simulator 2015,5/1/2015,$14.99,N/A (N/A),"1,844 ±1,274",02:54 (03:47)
477,Evolution RTS,4/7/2014,Free,N/A (N/A),"75,587 ±8,161",02:03 (00:10)
479,aerofly RC 7,11/6/2014,$31.99,N/A (N/A),"2,765 ±1,561",11:05 (09:31)
480,Victory At Sea,8/8/2014,$16.74,N/A (N/A),"13,366 ±3,432",13:21 (07:35)
